,Tanggal,Keterangan,Harga
0,20/03/2022,BUYBACK,Rp 887.000
1,19/03/2022,BUYBACK,Rp 887.000
2,19/03/2022,GOLD,Rp 984.000
3,18/03/2022,BUYBACK,Rp 894.000
4,18/03/2022,GOLD,Rp 991.000
5,17/03/2022,BUYBACK,Rp 888.000
6,17/03/2022,GOLD,Rp 986.000
7,16/03/2022,BUYBACK,Rp 886.000
8,16/03/2022,GOLD,Rp 984.000
9,15/03/2022,BUYBACK,Rp 900.000
10,15/03/2022,GOLD,Rp 994.000
11,14/03/2022,BUYBACK,Rp 908.000
12,14/03/2022,GOLD,Rp 1.001.000
13,13/03/2022,BUYBACK,Rp 916.000
14,12/03/2022,BUYBACK,Rp 916.000
15,12/03/2022,GOLD,Rp 1.009.000
16,11/03/2022,BUYBACK,Rp 917.000
17,11/03/2022,GOLD,Rp 1.010.000
18,10/03/2022,BUYBACK,Rp 917.000
19,10/03/2022,GOLD,Rp 1.010.000
20,09/03/2022,BUYBACK,Rp 943.000
21,09/03/2022,GOLD,Rp 1.036.000
22,08/03/2022,BUYBACK,Rp 926.000
23,08/03/2022,GOLD,Rp 1.019.000
24,07/03/2022,BUYBACK,Rp 920.000
25,07/03/2022,GOLD,Rp 1.013.000
26,06/03/2022,BUYBACK,Rp 912.000
27,05/03/2022,BUYBACK,Rp 912.000
28,05/03/2022,GOLD,Rp 1.005.000
29,04/03/2022,BUYBACK,Rp 895.000
30,04/03/2022,GOLD,Rp 990.000
31,03/03/2022,BUYBACK,Rp 892.000
32,03/03/2022,GOLD,Rp 987.000
33,02/03/2022,BUYBACK,Rp 892.000
34,02/03/2022,GOLD,Rp 987.000
35,01/03/2022,BUYBACK,Rp 882.000
36,01/03/2022,GOLD,Rp 977.000
37,28/02/2022,BUYBACK,Rp 883.000
38,28/02/2022,GOLD,Rp 978.000
39,26/02/2022,BUYBACK,Rp 874.000
40,26/02/2022,GOLD,Rp 969.000
41,25/02/2022,BUYBACK,Rp 882.000
42,25/02/2022,GOLD,Rp 975.000
43,24/02/2022,BUYBACK,Rp 881.000
44,24/02/2022,GOLD,Rp 974.000
45,24/02/2022,BUYBACK,Rp 891.000
46,24/02/2022,GOLD,Rp 894.000
47,24/02/2022,BUYBACK,Rp 901.000
48,24/02/2022,GOLD,Rp 994.000
49,23/02/2022,BUYBACK,Rp 876.000
50,23/02/2022,GOLD,Rp 969.000
51,22/02/2022,BUYBACK,Rp 879.000
52,22/02/2022,GOLD,Rp 972.000
53,21/02/2022,BUYBACK,Rp 878.000
54,21/02/2022,GOLD,Rp 972.000
55,19/02/2022,BUYBACK,Rp 874.000
56,19/02/2022,GOLD,Rp 969.000
57,18/02/2022,BUYBACK,Rp 872.000
58,18/02/2022,GOLD,Rp 967.000
59,17/02/2022,BUYBACK,Rp 857.000
60,17/02/2022,GOLD,Rp 953.000
61,16/02/2022,BUYBACK,Rp 850.000
62,16/02/2022,GOLD,Rp 946.000
63,15/02/2022,BUYBACK,Rp 861.000
64,15/02/2022,GOLD,Rp 957.000
65,14/02/2022,BUYBACK,Rp 857.000
66,14/02/2022,GOLD,Rp 953.000
67,12/02/2022,BUYBACK,Rp 857.000
68,12/02/2022,GOLD,Rp 953.000
69,11/02/2022,BUYBACK,Rp 843.000
70,11/02/2022,GOLD,Rp 941.000
71,10/02/2022,BUYBACK,Rp 847.000
72,10/02/2022,GOLD,Rp 945.000
73,09/02/2022,BUYBACK,Rp 845.000
74,09/02/2022,GOLD,Rp 943.000
75,08/02/2022,BUYBACK,Rp 845.000
76,08/02/2022,GOLD,Rp 943.000
77,07/02/2022,BUYBACK,Rp 838.000
78,07/02/2022,GOLD,Rp 937.000
79,05/02/2022,BUYBACK,Rp 836.000
80,05/02/2022,GOLD,Rp 935.000
81,04/02/2022,BUYBACK,Rp 835.000
82,04/02/2022,GOLD,Rp 934.000
83,03/02/2022,BUYBACK,Rp 834.000
84,03/02/2022,GOLD,Rp 933.000
85,02/02/2022,BUYBACK,Rp 833.000
86,02/02/2022,GOLD,Rp 932.000
87,01/02/2022,BUYBACK,Rp 832.000
88,01/02/2022,GOLD,Rp 931.000
89,31/01/2022,BUYBACK,Rp 829.000
90,31/01/2022,GOLD,Rp 927.000
91,29/01/2022,BUYBACK,Rp 830.000
92,29/01/2022,GOLD,Rp 928.000
93,28/01/2022,BUYBACK,Rp 832.000
94,28/01/2022,GOLD,Rp 930.000
95,27/01/2022,BUYBACK,Rp 841.000
96,27/01/2022,GOLD,Rp 938.000
97,26/01/2022,BUYBACK,Rp 853.000
98,26/01/2022,GOLD,Rp 950.000
99,25/01/2022,BUYBACK,Rp 849.000
100,25/01/2022,GOLD,Rp 947.000
101,24/01/2022,BUYBACK,Rp 846.000
102,24/01/2022,GOLD,Rp 944.000
103,22/01/2022,BUYBACK,Rp 847.000
104,22/01/2022,GOLD,Rp 945.000
105,21/01/2022,BUYBACK,Rp 848.000
106,21/01/2022,GOLD,Rp 947.000
107,20/01/2022,BUYBACK,Rp 848.000
108,20/01/2022,GOLD,Rp 948.000
109,19/01/2022,BUYBACK,Rp 836.000
110,19/01/2022,GOLD,Rp 936.000
111,18/01/2022,BUYBACK,Rp 838.000
112,18/01/2022,GOLD,Rp 939.000
113,17/01/2022,BUYBACK,Rp 836.000
114,17/01/2022,GOLD,Rp 937.000
115,15/01/2022,BUYBACK,Rp 837.000
116,15/01/2022,GOLD,Rp 938.000
117,14/01/2022,BUYBACK,Rp 838.000
118,14/01/2022,GOLD,Rp 939.000
119,13/01/2022,BUYBACK,Rp 839.000
120,13/01/2022,GOLD,Rp 941.000
121,12/01/2022,BUYBACK,Rp 837.000
122,12/01/2022,GOLD,Rp 940.000
123,11/01/2022,BUYBACK,Rp 830.000
124,11/01/2022,GOLD,Rp 934.000
125,10/01/2022,BUYBACK,Rp 828.000
126,10/01/2022,GOLD,Rp 933.000
127,08/01/2022,BUYBACK,Rp 829.000
128,08/01/2022,GOLD,Rp 934.000
129,07/01/2022,BUYBACK,Rp 829.000
130,07/01/2022,GOLD,Rp 934.000
131,06/01/2022,BUYBACK,Rp 835.000
132,06/01/2022,GOLD,Rp 941.000
133,05/01/2022,BUYBACK,Rp 834.000
134,05/01/2022,GOLD,Rp 940.000
135,04/01/2022,BUYBACK,Rp 828.000
136,04/01/2022,GOLD,Rp 935.000
137,03/01/2022,BUYBACK,Rp 840.000
138,03/01/2022,GOLD,Rp 945.000
139,31/12/2021,BUYBACK,Rp 833.000
140,31/12/2021,GOLD,Rp 938.000
141,30/12/2021,BUYBACK,Rp 828.000
142,30/12/2021,GOLD,Rp 933.000
143,29/12/2021,BUYBACK,Rp 827.000
144,29/12/2021,GOLD,Rp 932.000
145,28/12/2021,BUYBACK,Rp 829.000
146,28/12/2021,GOLD,Rp 934.000
147,27/12/2021,BUYBACK,Rp 826.000
148,27/12/2021,GOLD,Rp 931.000
149,24/12/2021,BUYBACK,Rp 828.000
150,24/12/2021,GOLD,Rp 933.000
151,23/12/2021,BUYBACK,Rp 827.000
152,23/12/2021,GOLD,Rp 932.000
153,22/12/2021,BUYBACK,Rp 826.000
154,22/12/2021,GOLD,Rp 931.000
155,21/12/2021,BUYBACK,Rp 829.000
156,21/12/2021,GOLD,Rp 934.000
157,20/12/2021,BUYBACK,Rp 830.000
158,20/12/2021,GOLD,Rp 935.000
159,18/12/2021,BUYBACK,Rp 829.000
160,18/12/2021,GOLD,Rp 934.000
161,17/12/2021,BUYBACK,Rp 829.000
162,17/12/2021,GOLD,Rp 934.000
163,16/12/2021,BUYBACK,Rp 821.000
164,16/12/2021,GOLD,Rp 927.000
165,15/12/2021,BUYBACK,Rp 818.000
166,15/12/2021,GOLD,Rp 924.000
167,14/12/2021,BUYBACK,Rp 823.000
168,14/12/2021,GOLD,Rp 929.000
169,13/12/2021,BUYBACK,Rp 824.000
170,13/12/2021,GOLD,Rp 930.000
171,11/12/2021,BUYBACK,Rp 824.000
172,11/12/2021,GOLD,Rp 930.000
173,10/12/2021,BUYBACK,Rp 820.000
174,10/12/2021,GOLD,Rp 927.000
175,09/12/2021,BUYBACK,Rp 823.000
176,09/12/2021,GOLD,Rp 930.000
177,08/12/2021,BUYBACK,Rp 827.000
178,08/12/2021,GOLD,Rp 933.000
179,07/12/2021,BUYBACK,Rp 827.000
180,07/12/2021,GOLD,Rp 933.000
181,06/12/2021,BUYBACK,Rp 826.000
182,06/12/2021,GOLD,Rp 932.000
183,04/12/2021,BUYBACK,Rp 826.000
184,04/12/2021,GOLD,Rp 932.000
185,03/12/2021,BUYBACK,Rp 820.000
186,03/12/2021,GOLD,Rp 926.000
187,02/12/2021,BUYBACK,Rp 824.000
188,02/12/2021,GOLD,Rp 929.000
189,01/12/2021,BUYBACK,Rp 820.000
190,01/12/2021,GOLD,Rp 925.000
191,30/11/2021,BUYBACK,Rp 826.000
192,30/11/2021,GOLD,Rp 930.000
193,29/11/2021,BUYBACK,Rp 826.000
194,29/11/2021,GOLD,Rp 930.000
195,27/11/2021,BUYBACK,Rp 825.000
196,27/11/2021,GOLD,Rp 929.000
197,26/11/2021,BUYBACK,Rp 826.000
198,26/11/2021,GOLD,Rp 930.000
199,25/11/2021,BUYBACK,Rp 825.000
200,25/11/2021,GOLD,Rp 929.000
201,24/11/2021,BUYBACK,Rp 825.000
202,24/11/2021,GOLD,Rp 929.000
203,23/11/2021,BUYBACK,Rp 832.000
204,23/11/2021,GOLD,Rp 935.000
205,22/11/2021,BUYBACK,Rp 845.000
206,22/11/2021,GOLD,Rp 947.000
207,21/11/2021,BUYBACK,Rp 845.000
208,21/11/2021,GOLD,Rp 947.000
209,20/11/2021,BUYBACK,Rp 845.000
210,20/11/2021,GOLD,Rp 947.000
211,19/11/2021,BUYBACK,Rp 851.000
212,19/11/2021,GOLD,Rp 953.000
213,18/11/2021,BUYBACK,Rp 854.000
214,18/11/2021,GOLD,Rp 956.000
215,17/11/2021,BUYBACK,Rp 846.000
216,17/11/2021,GOLD,Rp 948.000
217,16/11/2021,BUYBACK,Rp 850.000
218,16/11/2021,GOLD,Rp 952.000
219,15/11/2021,BUYBACK,Rp 853.000
220,15/11/2021,GOLD,Rp 955.000
221,14/11/2021,BUYBACK,Rp 852.000
222,14/11/2021,GOLD,Rp 955.000
223,13/11/2021,BUYBACK,Rp 852.000
224,13/11/2021,GOLD,Rp 955.000
225,12/11/2021,BUYBACK,Rp 852.000
226,12/11/2021,GOLD,Rp 956.000
227,11/11/2021,BUYBACK,Rp 847.000
228,11/11/2021,GOLD,Rp 951.000
229,10/11/2021,BUYBACK,Rp 837.000
230,10/11/2021,GOLD,Rp 943.000
231,09/11/2021,BUYBACK,Rp 837.000
232,09/11/2021,GOLD,Rp 943.000
233,08/11/2021,BUYBACK,Rp 839.000
234,08/11/2021,GOLD,Rp 945.000
235,07/11/2021,BUYBACK,Rp 839.000
236,07/11/2021,GOLD,Rp 946.000
237,06/11/2021,BUYBACK,Rp 839.000
238,06/11/2021,GOLD,Rp 946.000
239,05/11/2021,BUYBACK,Rp 825.000
240,05/11/2021,GOLD,Rp 934.000
241,04/11/2021,BUYBACK,Rp 817.000
242,04/11/2021,GOLD,Rp 927.000
243,03/11/2021,BUYBACK,Rp 819.000
244,03/11/2021,GOLD,Rp 929.000
245,02/11/2021,BUYBACK,Rp 820.000
246,02/11/2021,GOLD,Rp 930.000
247,01/11/2021,BUYBACK,Rp 813.000
248,01/11/2021,GOLD,Rp 924.000
249,31/10/2021,BUYBACK,Rp 815.000
250,31/10/2021,GOLD,Rp 925.000
251,30/10/2021,BUYBACK,Rp 815.000
252,30/10/2021,GOLD,Rp 925.000
253,29/10/2021,BUYBACK,Rp 821.000
254,29/10/2021,GOLD,Rp 931.000
255,28/10/2021,BUYBACK,Rp 819.000
256,28/10/2021,GOLD,Rp 930.000
257,27/10/2021,BUYBACK,Rp 817.000
258,27/10/2021,GOLD,Rp 929.000
259,26/10/2021,BUYBACK,Rp 822.000
260,26/10/2021,GOLD,Rp 934.000
261,25/10/2021,BUYBACK,Rp 816.000
262,25/10/2021,GOLD,Rp 929.000
263,24/10/2021,BUYBACK,Rp 815.000
264,24/10/2021,GOLD,Rp 928.000
265,23/10/2021,BUYBACK,Rp 815.000
266,23/10/2021,GOLD,Rp 928.000
267,22/10/2021,BUYBACK,Rp 811.000
268,22/10/2021,GOLD,Rp 925.000
269,21/10/2021,BUYBACK,Rp 807.000
270,21/10/2021,GOLD,Rp 921.000
271,20/10/2021,BUYBACK,Rp 802.000
272,20/10/2021,GOLD,Rp 916.000
273,19/10/2021,BUYBACK,Rp 802.000
274,19/10/2021,GOLD,Rp 915.000
275,18/10/2021,BUYBACK,Rp 803.000
276,18/10/2021,GOLD,Rp 915.000
277,17/10/2021,BUYBACK,Rp 803.000
278,17/10/2021,GOLD,Rp 914.000
279,16/10/2021,BUYBACK,Rp 803.000
280,16/10/2021,GOLD,Rp 914.000
281,15/10/2021,BUYBACK,Rp 817.000
282,15/10/2021,GOLD,Rp 926.000
283,14/10/2021,BUYBACK,Rp 819.000
284,14/10/2021,GOLD,Rp 928.000
285,13/10/2021,BUYBACK,Rp 805.000
286,13/10/2021,GOLD,Rp 916.000
287,12/10/2021,BUYBACK,Rp 801.000
288,12/10/2021,GOLD,Rp 912.000
289,11/10/2021,BUYBACK,Rp 803.000
290,11/10/2021,GOLD,Rp 914.000
291,10/10/2021,BUYBACK,Rp 803.000
292,10/10/2021,GOLD,Rp 914.000
293,09/10/2021,BUYBACK,Rp 803.000
294,09/10/2021,GOLD,Rp 914.000
295,08/10/2021,BUYBACK,Rp 803.000
296,08/10/2021,GOLD,Rp 914.000
297,07/10/2021,BUYBACK,Rp 807.000
298,07/10/2021,GOLD,Rp 918.000
299,06/10/2021,BUYBACK,Rp 805.000
300,06/10/2021,GOLD,Rp 917.000
301,05/10/2021,BUYBACK,Rp 810.000
302,05/10/2021,GOLD,Rp 922.000
303,04/10/2021,BUYBACK,Rp 811.000
304,04/10/2021,GOLD,Rp 924.000
305,03/10/2021,BUYBACK,Rp 809.000
306,03/10/2021,GOLD,Rp 923.000
307,02/10/2021,BUYBACK,Rp 809.000
308,02/10/2021,GOLD,Rp 923.000
309,01/10/2021,BUYBACK,Rp 806.000
310,01/10/2021,GOLD,Rp 922.000
311,30/09/2021,BUYBACK,Rp 797.000
312,30/09/2021,GOLD,Rp 913.000
313,29/09/2021,BUYBACK,Rp 798.000
314,29/09/2021,GOLD,Rp 913.000
315,28/09/2021,BUYBACK,Rp 803.000
316,28/09/2021,GOLD,Rp 918.000
317,27/09/2021,BUYBACK,Rp 803.000
318,27/09/2021,GOLD,Rp 918.000
319,26/09/2021,BUYBACK,Rp 803.000
320,26/09/2021,GOLD,Rp 918.000
321,25/09/2021,BUYBACK,Rp 803.000
322,25/09/2021,GOLD,Rp 918.000
323,24/09/2021,BUYBACK,Rp 802.000
324,24/09/2021,GOLD,Rp 917.000
325,23/09/2021,BUYBACK,Rp 810.000
326,23/09/2021,GOLD,Rp 924.000
327,22/09/2021,BUYBACK,Rp 813.000
328,22/09/2021,GOLD,Rp 926.000
329,21/09/2021,BUYBACK,Rp 809.000
330,21/09/2021,GOLD,Rp 922.000
331,20/09/2021,BUYBACK,Rp 804.000
332,20/09/2021,GOLD,Rp 917.000
333,19/09/2021,BUYBACK,Rp 806.000
334,19/09/2021,GOLD,Rp 918.000
335,18/09/2021,BUYBACK,Rp 806.000
336,18/09/2021,GOLD,Rp 918.000
337,17/09/2021,BUYBACK,Rp 806.000
338,17/09/2021,GOLD,Rp 918.000
339,16/09/2021,BUYBACK,Rp 822.000
340,16/09/2021,GOLD,Rp 932.000
341,15/09/2021,BUYBACK,Rp 827.000
342,15/09/2021,GOLD,Rp 936.000
343,14/09/2021,BUYBACK,Rp 822.000
344,14/09/2021,GOLD,Rp 932.000
345,13/09/2021,BUYBACK,Rp 819.000
346,13/09/2021,GOLD,Rp 929.000
347,11/09/2021,BUYBACK,Rp 819.000
348,11/09/2021,GOLD,Rp 929.000
349,10/09/2021,BUYBACK,Rp 824.000
350,10/09/2021,GOLD,Rp 934.000
351,09/09/2021,BUYBACK,Rp 821.000
352,09/09/2021,GOLD,Rp 930.000
353,08/09/2021,BUYBACK,Rp 820.000
354,08/09/2021,GOLD,Rp 928.000
355,07/09/2021,BUYBACK,Rp 834.000
356,07/09/2021,GOLD,Rp 940.000
357,06/09/2021,BUYBACK,Rp 836.000
358,06/09/2021,GOLD,Rp 942.000
359,04/09/2021,BUYBACK,Rp 837.000
360,04/09/2021,GOLD,Rp 943.000
361,03/09/2021,BUYBACK,Rp 831.000
362,03/09/2021,GOLD,Rp 937.000
363,02/09/2021,BUYBACK,Rp 832.000
364,02/09/2021,GOLD,Rp 939.000
365,01/09/2021,BUYBACK,Rp 834.000
366,01/09/2021,GOLD,Rp 941.000
367,31/08/2021,BUYBACK,Rp 836.000
368,31/08/2021,GOLD,Rp 944.000
369,30/08/2021,BUYBACK,Rp 842.000
370,30/08/2021,GOLD,Rp 951.000
371,28/08/2021,BUYBACK,Rp 841.000
372,28/08/2021,GOLD,Rp 951.000
373,27/08/2021,BUYBACK,Rp 830.000
374,27/08/2021,GOLD,Rp 942.000
375,26/08/2021,BUYBACK,Rp 829.000
376,26/08/2021,GOLD,Rp 942.000
377,25/08/2021,BUYBACK,Rp 835.000
378,25/08/2021,GOLD,Rp 950.000
379,24/08/2021,BUYBACK,Rp 837.000
380,24/08/2021,GOLD,Rp 953.000
381,23/08/2021,BUYBACK,Rp 828.000
382,23/08/2021,GOLD,Rp 946.000
383,21/08/2021,BUYBACK,Rp 829.000
384,21/08/2021,GOLD,Rp 948.000
385,20/08/2021,BUYBACK,Rp 826.000
386,20/08/2021,GOLD,Rp 946.000
387,19/08/2021,BUYBACK,Rp 827.000
388,19/08/2021,GOLD,Rp 947.000
389,18/08/2021,BUYBACK,Rp 826.000
390,18/08/2021,GOLD,Rp 946.000
391,16/08/2021,BUYBACK,Rp 822.000
392,16/08/2021,GOLD,Rp 942.000
393,14/08/2021,BUYBACK,Rp 822.000
394,14/08/2021,GOLD,Rp 942.000
395,13/08/2021,BUYBACK,Rp 810.000
396,13/08/2021,GOLD,Rp 932.000
397,12/08/2021,BUYBACK,Rp 810.000
398,12/08/2021,GOLD,Rp 932.000
399,10/08/2021,BUYBACK,Rp 800.000
400,10/08/2021,GOLD,Rp 925.000
401,09/08/2021,BUYBACK,Rp 795.000
402,09/08/2021,GOLD,Rp 921.000
403,07/08/2021,BUYBACK,Rp 816.000
404,07/08/2021,GOLD,Rp 931.000
405,06/08/2021,BUYBACK,Rp 832.000
406,06/08/2021,GOLD,Rp 939.000
407,05/08/2021,BUYBACK,Rp 834.000
408,05/08/2021,GOLD,Rp 941.000
409,04/08/2021,BUYBACK,Rp 836.000
410,04/08/2021,GOLD,Rp 943.000
411,03/08/2021,BUYBACK,Rp 842.000
412,03/08/2021,GOLD,Rp 948.000
413,02/08/2021,BUYBACK,Rp 843.000
414,02/08/2021,GOLD,Rp 948.000
415,31/07/2021,BUYBACK,Rp 843.000
416,31/07/2021,GOLD,Rp 948.000
417,30/07/2021,BUYBACK,Rp 850.000
418,30/07/2021,GOLD,Rp 953.000
419,29/07/2021,BUYBACK,Rp 842.000
420,29/07/2021,GOLD,Rp 945.000
421,28/07/2021,BUYBACK,Rp 837.000
422,28/07/2021,GOLD,Rp 940.000
423,27/07/2021,BUYBACK,Rp 837.000
424,27/07/2021,GOLD,Rp 940.000
425,26/07/2021,BUYBACK,Rp 839.000
426,26/07/2021,GOLD,Rp 942.000
427,24/07/2021,BUYBACK,Rp 840.000
428,24/07/2021,GOLD,Rp 943.000
429,23/07/2021,BUYBACK,Rp 843.000
430,23/07/2021,GOLD,Rp 946.000
431,22/07/2021,BUYBACK,Rp 843.000
432,22/07/2021,GOLD,Rp 946.000
433,21/07/2021,BUYBACK,Rp 844.000
434,21/07/2021,GOLD,Rp 947.000
435,19/07/2021,BUYBACK,Rp 847.000
436,19/07/2021,GOLD,Rp 950.000
437,17/07/2021,BUYBACK,Rp 846.000
438,17/07/2021,GOLD,Rp 949.000
439,16/07/2021,BUYBACK,Rp 854.000
440,16/07/2021,GOLD,Rp 956.000
441,15/07/2021,BUYBACK,Rp 850.000
442,15/07/2021,GOLD,Rp 953.000
443,14/07/2021,BUYBACK,Rp 840.000
444,14/07/2021,GOLD,Rp 945.000
445,13/07/2021,BUYBACK,Rp 841.000
446,13/07/2021,GOLD,Rp 946.000
447,12/07/2021,BUYBACK,Rp 845.000
448,12/07/2021,GOLD,Rp 950.000
449,10/07/2021,BUYBACK,Rp 845.000
450,10/07/2021,GOLD,Rp 950.000
451,09/07/2021,BUYBACK,Rp 842.000
452,09/07/2021,GOLD,Rp 947.000
453,08/07/2021,BUYBACK,Rp 840.000
454,08/07/2021,GOLD,Rp 945.000
455,07/07/2021,BUYBACK,Rp 835.000
456,07/07/2021,GOLD,Rp 940.000
457,06/07/2021,BUYBACK,Rp 834.000
458,06/07/2021,GOLD,Rp 939.000
459,05/07/2021,BUYBACK,Rp 836.000
460,05/07/2021,GOLD,Rp 941.000
461,03/07/2021,BUYBACK,Rp 837.000
462,03/07/2021,GOLD,Rp 942.000
463,02/07/2021,BUYBACK,Rp 830.000
464,02/07/2021,GOLD,Rp 935.000
465,01/07/2021,BUYBACK,Rp 827.000
466,01/07/2021,GOLD,Rp 932.000
467,30/06/2021,BUYBACK,Rp 822.000
468,30/06/2021,GOLD,Rp 927.000
469,29/06/2021,BUYBACK,Rp 827.000
470,29/06/2021,GOLD,Rp 932.000
471,28/06/2021,BUYBACK,Rp 828.000
472,28/06/2021,GOLD,Rp 933.000
473,26/06/2021,BUYBACK,Rp 829.000
474,26/06/2021,GOLD,Rp 934.000
475,25/06/2021,BUYBACK,Rp 828.000
476,25/06/2021,GOLD,Rp 932.000
477,24/06/2021,BUYBACK,Rp 828.000
478,24/06/2021,GOLD,Rp 932.000
479,23/06/2021,BUYBACK,Rp 827.000
480,23/06/2021,GOLD,Rp 930.000
481,22/06/2021,BUYBACK,Rp 829.000
482,22/06/2021,GOLD,Rp 932.000
483,21/06/2021,BUYBACK,Rp 820.000
484,21/06/2021,GOLD,Rp 820.000
485,19/06/2021,BUYBACK,Rp 822.000
486,19/06/2021,GOLD,Rp 920.000
487,18/06/2021,BUYBACK,Rp 822.000
488,18/06/2021,GOLD,Rp 920.000
489,17/06/2021,BUYBACK,Rp 833.000
490,17/06/2021,GOLD,Rp 928.000
491,16/06/2021,BUYBACK,Rp 850.000
492,16/06/2021,GOLD,Rp 940.000
493,15/06/2021,BUYBACK,Rp 853.000
494,15/06/2021,GOLD,Rp 943.000
495,14/06/2021,BUYBACK,Rp 855.000
496,14/06/2021,GOLD,Rp 945.000
497,12/06/2021,BUYBACK,Rp 858.000
498,12/06/2021,GOLD,Rp 948.000
499,11/06/2021,BUYBACK,Rp 868.000
500,11/06/2021,GOLD,Rp 957.000
501,10/06/2021,BUYBACK,Rp 865.000
502,10/06/2021,GOLD,Rp 954.000
503,09/06/2021,BUYBACK,Rp 868.000
504,09/06/2021,GOLD,Rp 957.000
505,08/06/2021,BUYBACK,Rp 871.000
506,08/06/2021,GOLD,Rp 960.000
507,07/06/2021,BUYBACK,Rp 870.000
508,07/06/2021,GOLD,Rp 959.000
509,06/06/2021,BUYBACK,Rp 871.000
510,06/06/2021,GOLD,Rp 960.000
511,05/06/2021,BUYBACK,Rp 871.000
512,05/06/2021,GOLD,Rp 960.000
513,04/06/2021,BUYBACK,Rp 860.000
514,04/06/2021,GOLD,Rp 949.000
515,03/06/2021,BUYBACK,Rp 875.000
516,03/06/2021,GOLD,Rp 964.000
517,02/06/2021,BUYBACK,Rp 871.000
518,02/06/2021,GOLD,Rp 961.000
519,31/05/2021,BUYBACK,Rp 875.000
520,31/05/2021,GOLD,Rp 965.000
521,30/05/2021,BUYBACK,Rp 875.000
522,30/05/2021,GOLD,Rp 965.000
523,29/05/2021,BUYBACK,Rp 875.000
524,29/05/2021,GOLD,Rp 965.000
525,28/05/2021,BUYBACK,Rp 872.000
526,28/05/2021,GOLD,Rp 962.000
527,27/05/2021,BUYBACK,Rp 872.000
528,27/05/2021,GOLD,Rp 962.000
529,25/05/2021,BUYBACK,Rp 865.000
530,25/05/2021,GOLD,Rp 955.000
531,24/05/2021,BUYBACK,Rp 869.000
532,24/05/2021,GOLD,Rp 959.000
533,23/05/2021,BUYBACK,Rp 868.000
534,23/05/2021,GOLD,Rp 958.000
535,22/05/2021,BUYBACK,Rp 868.000
536,22/05/2021,GOLD,Rp 958.000
537,21/05/2021,BUYBACK,Rp 867.000
538,21/05/2021,GOLD,Rp 957.000
539,20/05/2021,BUYBACK,Rp 857.000
540,20/05/2021,GOLD,Rp 947.000
541,19/05/2021,BUYBACK,Rp 858.000
542,19/05/2021,GOLD,Rp 948.000
543,18/05/2021,BUYBACK,Rp 857.000
544,18/05/2021,GOLD,Rp 947.000
545,17/05/2021,BUYBACK,Rp 842.000
546,17/05/2021,GOLD,Rp 937.000
547,11/05/2021,BUYBACK,Rp 837.000
548,11/05/2021,GOLD,Rp 933.000
549,10/05/2021,BUYBACK,Rp 841.000
550,10/05/2021,GOLD,Rp 937.000
551,09/05/2021,BUYBACK,Rp 841.000
552,09/05/2021,GOLD,Rp 937.000
553,08/05/2021,BUYBACK,Rp 841.000
554,08/05/2021,GOLD,Rp 937.000
555,07/05/2021,BUYBACK,Rp 838.000
556,07/05/2021,GOLD,Rp 934.000
557,06/05/2021,BUYBACK,Rp 829.000
558,06/05/2021,GOLD,Rp 926.000
559,05/05/2021,BUYBACK,Rp 825.000
560,05/05/2021,GOLD,Rp 922.000
561,04/05/2021,BUYBACK,Rp 833.000
562,04/05/2021,GOLD,Rp 930.000
563,03/05/2021,BUYBACK,Rp 822.000
564,03/05/2021,GOLD,Rp 921.000
565,02/05/2021,BUYBACK,Rp 822.000
566,02/05/2021,GOLD,Rp 921.000
567,01/05/2021,BUYBACK,Rp 822.000
568,01/05/2021,GOLD,Rp 921.000
569,30/04/2021,BUYBACK,Rp 823.000
570,30/04/2021,GOLD,Rp 922.000
571,29/04/2021,BUYBACK,Rp 832.000
572,29/04/2021,GOLD,Rp 931.000
573,28/04/2021,BUYBACK,Rp 825.000
574,28/04/2021,GOLD,Rp 926.000
575,27/04/2021,BUYBACK,Rp 829.000
576,27/04/2021,GOLD,Rp 930.000
577,26/04/2021,BUYBACK,Rp 831.000
578,26/04/2021,GOLD,Rp 933.000
579,25/04/2021,BUYBACK,Rp 831.000
580,25/04/2021,GOLD,Rp 933.000
581,24/04/2021,BUYBACK,Rp 831.000
582,24/04/2021,GOLD,Rp 933.000
583,23/04/2021,BUYBACK,Rp 833.000
584,23/04/2021,GOLD,Rp 935.000
585,22/04/2021,BUYBACK,Rp 838.000
586,22/04/2021,GOLD,Rp 940.000
587,21/04/2021,BUYBACK,Rp 828.000
588,21/04/2021,GOLD,Rp 932.000
589,20/04/2021,BUYBACK,Rp 829.000
590,20/04/2021,GOLD,Rp 933.000
591,19/04/2021,BUYBACK,Rp 835.000
592,19/04/2021,GOLD,Rp 939.000
593,17/04/2021,BUYBACK,Rp 832.000
594,17/04/2021,GOLD,Rp 937.000
595,16/04/2021,BUYBACK,Rp 830.000
596,16/04/2021,GOLD,Rp 935.000
597,15/04/2021,BUYBACK,Rp 817.000
598,15/04/2021,GOLD,Rp 925.000
599,14/04/2021,BUYBACK,Rp 822.000
600,14/04/2021,GOLD,Rp 930.000
601,13/04/2021,BUYBACK,Rp 814.000
602,13/04/2021,GOLD,Rp 924.000
603,12/04/2021,BUYBACK,Rp 816.000
604,12/04/2021,GOLD,Rp 926.000
605,11/04/2021,BUYBACK,Rp 817.000
606,11/04/2021,GOLD,Rp 927.000
