,Tanggal,Keterangan,Harga
3740,13/05/2015,GOLD,Rp 512.000
3741,12/05/2015,BUYBACK,Rp 487.000
3742,12/05/2015,GOLD,Rp 507.000
3743,11/05/2015,BUYBACK,Rp 492.000
3744,11/05/2015,GOLD,Rp 511.000
3745,08/05/2015,BUYBACK,Rp 488.000
3746,08/05/2015,GOLD,Rp 507.000
3747,07/05/2015,BUYBACK,Rp 490.000
3748,07/05/2015,GOLD,Rp 509.000
3749,06/05/2015,BUYBACK,Rp 489.000
3750,06/05/2015,GOLD,Rp 508.000
3751,05/05/2015,BUYBACK,Rp 488.000
3752,05/05/2015,GOLD,Rp 507.000
3753,04/05/2015,BUYBACK,Rp 485.000
3754,04/05/2015,GOLD,Rp 505.000
3755,30/04/2015,BUYBACK,Rp 490.000
3756,30/04/2015,GOLD,Rp 511.000
3757,29/04/2015,BUYBACK,Rp 494.000
3758,29/04/2015,GOLD,Rp 514.000
3759,28/04/2015,BUYBACK,Rp 489.000
3760,28/04/2015,GOLD,Rp 509.000
3761,27/04/2015,BUYBACK,Rp 485.000
3762,27/04/2015,GOLD,Rp 505.000
3763,24/04/2015,BUYBACK,Rp 487.000
3764,24/04/2015,GOLD,Rp 507.000
3765,23/04/2015,BUYBACK,Rp 485.000
3766,23/04/2015,GOLD,Rp 505.000
3767,22/04/2015,BUYBACK,Rp 488.000
3768,22/04/2015,GOLD,Rp 508.000
3769,21/04/2015,BUYBACK,Rp 486.000
3770,21/04/2015,GOLD,Rp 506.000
3771,20/04/2015,BUYBACK,Rp 487.000
3772,20/04/2015,GOLD,Rp 507.000
3773,17/04/2015,BUYBACK,Rp 485.000
3774,17/04/2015,GOLD,Rp 506.000
3775,16/04/2015,BUYBACK,Rp 490.000
3776,16/04/2015,GOLD,Rp 510.000
3777,15/04/2015,BUYBACK,Rp 487.000
3778,15/04/2015,GOLD,Rp 507.000
3779,14/04/2015,BUYBACK,Rp 488.000
3780,14/04/2015,GOLD,Rp 508.000
3781,13/04/2015,BUYBACK,Rp 490.000
3782,13/04/2015,GOLD,Rp 510.000
3783,10/04/2015,BUYBACK,Rp 488.000
3784,10/04/2015,GOLD,Rp 508.000
3785,09/04/2015,BUYBACK,Rp 490.000
3786,09/04/2015,GOLD,Rp 510.000
3787,08/04/2015,BUYBACK,Rp 491.000
3788,08/04/2015,GOLD,Rp 511.000
3789,07/04/2015,BUYBACK,Rp 491.000
3790,07/04/2015,GOLD,Rp 512.000
3791,06/04/2015,BUYBACK,Rp 494.000
3792,06/04/2015,GOLD,Rp 514.000
3793,02/04/2015,BUYBACK,Rp 490.000
3794,02/04/2015,GOLD,Rp 510.000
3795,01/04/2015,BUYBACK,Rp 487.000
3796,01/04/2015,GOLD,Rp 505.000
3797,31/03/2015,BUYBACK,Rp 487.000
3798,31/03/2015,GOLD,Rp 506.000
3799,30/03/2015,BUYBACK,Rp 488.000
3800,30/03/2015,GOLD,Rp 508.000
3801,27/03/2015,BUYBACK,Rp 489.000
3802,27/03/2015,GOLD,Rp 509.000
3803,26/03/2015,BUYBACK,Rp 486.000
3804,26/03/2015,GOLD,Rp 503.000
3805,25/03/2015,BUYBACK,Rp 487.000
3806,25/03/2015,GOLD,Rp 503.000
3807,24/03/2015,BUYBACK,Rp 488.000
3808,24/03/2015,GOLD,Rp 504.000
3809,23/03/2015,BUYBACK,Rp 486.000
3810,23/03/2015,GOLD,Rp 503.000
3811,20/03/2015,BUYBACK,Rp 484.000
3812,20/03/2015,GOLD,Rp 502.000
3813,19/03/2015,BUYBACK,Rp 485.000
3814,19/03/2015,GOLD,Rp 502.000
3815,18/03/2015,BUYBACK,Rp 484.000
3816,18/03/2015,GOLD,Rp 501.000
3817,17/03/2015,BUYBACK,Rp 486.000
3818,17/03/2015,GOLD,Rp 502.000
3819,16/03/2015,BUYBACK,Rp 486.000
3820,16/03/2015,GOLD,Rp 502.000
3821,13/03/2015,BUYBACK,Rp 485.000
3822,13/03/2015,GOLD,Rp 503.000
3823,12/03/2015,BUYBACK,Rp 486.000
3824,12/03/2015,GOLD,Rp 503.000
3825,11/03/2015,BUYBACK,Rp 485.000
3826,11/03/2015,GOLD,Rp 503.000
3827,10/03/2015,BUYBACK,Rp 486.000
3828,10/03/2015,GOLD,Rp 504.000
3829,09/03/2015,BUYBACK,Rp 486.000
3830,09/03/2015,GOLD,Rp 504.000
3831,06/03/2015,BUYBACK,Rp 489.000
3832,06/03/2015,GOLD,Rp 508.000
3833,05/03/2015,BUYBACK,Rp 488.000
3834,05/03/2015,GOLD,Rp 508.000
3835,04/03/2015,BUYBACK,Rp 489.000
3836,04/03/2015,GOLD,Rp 508.000
3837,03/03/2015,BUYBACK,Rp 490.000
3838,03/03/2015,GOLD,Rp 509.000
3839,02/03/2015,BUYBACK,Rp 490.000
3840,02/03/2015,GOLD,Rp 507.000
3841,27/02/2015,BUYBACK,Rp 487.000
3842,27/02/2015,GOLD,Rp 506.000
3843,26/02/2015,BUYBACK,Rp 487.000
3844,26/02/2015,GOLD,Rp 505.000
3845,25/02/2015,BUYBACK,Rp 487.000
3846,25/02/2015,GOLD,Rp 504.000
3847,24/02/2015,BUYBACK,Rp 485.000
3848,24/02/2015,GOLD,Rp 503.000
3849,23/02/2015,BUYBACK,Rp 487.000
3850,23/02/2015,GOLD,Rp 504.000
3851,20/02/2015,BUYBACK,Rp 488.000
3852,20/02/2015,GOLD,Rp 504.000
3853,18/02/2015,BUYBACK,Rp 488.000
3854,18/02/2015,GOLD,Rp 504.000
3855,17/02/2015,BUYBACK,Rp 491.000
3856,17/02/2015,GOLD,Rp 507.000
3857,16/02/2015,BUYBACK,Rp 491.000
3858,16/02/2015,GOLD,Rp 507.000
3859,13/02/2015,BUYBACK,Rp 491.000
3860,13/02/2015,GOLD,Rp 506.000
3861,12/02/2015,BUYBACK,Rp 488.000
3862,12/02/2015,GOLD,Rp 503.000
3863,11/02/2015,BUYBACK,Rp 488.000
3864,11/02/2015,GOLD,Rp 503.000
3865,10/02/2015,BUYBACK,Rp 489.000
3866,10/02/2015,GOLD,Rp 506.000
3867,09/02/2015,BUYBACK,Rp 490.000
3868,09/02/2015,GOLD,Rp 505.000
3869,06/02/2015,BUYBACK,Rp 496.000
3870,06/02/2015,GOLD,Rp 516.000
3871,05/02/2015,BUYBACK,Rp 497.000
3872,05/02/2015,GOLD,Rp 517.000
3873,04/02/2015,BUYBACK,Rp 494.000
3874,04/02/2015,GOLD,Rp 514.000
3875,03/02/2015,BUYBACK,Rp 496.000
3876,03/02/2015,GOLD,Rp 518.000
3877,02/02/2015,BUYBACK,Rp 498.000
3878,02/02/2015,GOLD,Rp 521.000
3879,30/01/2015,BUYBACK,Rp 490.000
3880,30/01/2015,GOLD,Rp 510.000
3881,29/01/2015,BUYBACK,Rp 495.000
3882,29/01/2015,GOLD,Rp 518.000
3883,28/01/2015,BUYBACK,Rp 497.000
3884,28/01/2015,GOLD,Rp 520.000
3885,27/01/2015,BUYBACK,Rp 495.000
3886,27/01/2015,GOLD,Rp 515.000
3887,26/01/2015,BUYBACK,Rp 497.000
3888,26/01/2015,GOLD,Rp 519.000
3889,23/01/2015,BUYBACK,Rp 499.000
3890,23/01/2015,GOLD,Rp 521.000
3891,22/01/2015,BUYBACK,Rp 499.000
3892,22/01/2015,GOLD,Rp 522.000
3893,21/01/2015,BUYBACK,Rp 500.000
3894,21/01/2015,GOLD,Rp 524.000
3895,20/01/2015,BUYBACK,Rp 495.000
3896,20/01/2015,GOLD,Rp 520.000
3897,19/01/2015,BUYBACK,Rp 496.000
3898,19/01/2015,GOLD,Rp 520.000
3899,16/01/2015,BUYBACK,Rp 489.000
3900,16/01/2015,GOLD,Rp 513.000
3901,15/01/2015,BUYBACK,Rp 487.000
3902,15/01/2015,GOLD,Rp 501.000
3903,14/01/2015,BUYBACK,Rp 490.000
3904,14/01/2015,GOLD,Rp 503.000
3905,13/01/2015,BUYBACK,Rp 491.000
3906,13/01/2015,GOLD,Rp 501.000
3907,12/01/2015,BUYBACK,Rp 493.000
3908,12/01/2015,GOLD,Rp 503.000
3909,09/01/2015,BUYBACK,Rp 487.000
3910,09/01/2015,GOLD,Rp 497.000
3911,08/01/2015,BUYBACK,Rp 488.000
3912,08/01/2015,GOLD,Rp 498.000
3913,07/01/2015,BUYBACK,Rp 487.000
3914,07/01/2015,GOLD,Rp 497.000
3915,06/01/2015,BUYBACK,Rp 480.000
3916,06/01/2015,GOLD,Rp 490.000
3917,05/01/2015,BUYBACK,Rp 473.000
3918,05/01/2015,GOLD,Rp 485.000
3919,02/01/2015,BUYBACK,Rp 473.000
3920,02/01/2015,GOLD,Rp 485.000
