,Tanggal,Keterangan,Harga
2060,21/11/2018,BUYBACK,Rp 572.000
2061,21/11/2018,GOLD,Rp 608.023
2062,19/11/2018,BUYBACK,Rp 572.000
2063,19/11/2018,GOLD,Rp 608.023
2064,16/11/2018,BUYBACK,Rp 575.000
2065,16/11/2018,GOLD,Rp 610.041
2066,15/11/2018,BUYBACK,Rp 573.000
2067,15/11/2018,GOLD,Rp 608.023
2068,14/11/2018,BUYBACK,Rp 575.000
2069,14/11/2018,GOLD,Rp 609.032
2070,13/11/2018,BUYBACK,Rp 568.000
2071,13/11/2018,GOLD,Rp 606.005
2072,12/11/2018,BUYBACK,Rp 568.000
2073,12/11/2018,GOLD,Rp 604.996
2074,09/11/2018,BUYBACK,Rp 575.000
2075,09/11/2018,GOLD,Rp 608.023
2076,08/11/2018,BUYBACK,Rp 580.000
2077,08/11/2018,GOLD,Rp 611.050
2078,07/11/2018,BUYBACK,Rp 587.000
2079,07/11/2018,GOLD,Rp 616.095
2080,06/11/2018,BUYBACK,Rp 591.000
2081,06/11/2018,GOLD,Rp 619.122
2082,05/11/2018,BUYBACK,Rp 587.000
2083,05/11/2018,GOLD,Rp 618.113
2084,02/11/2018,BUYBACK,Rp 600.000
2085,02/11/2018,GOLD,Rp 627.194
2086,01/11/2018,BUYBACK,Rp 594.000
2087,01/11/2018,GOLD,Rp 621.140
2088,31/10/2018,BUYBACK,Rp 598.000
2089,31/10/2018,GOLD,Rp 624.167
2090,30/10/2018,BUYBACK,Rp 600.000
2091,30/10/2018,GOLD,Rp 627.194
2092,26/10/2018,BUYBACK,Rp 600.000
2093,26/10/2018,GOLD,Rp 627.194
2094,25/10/2018,BUYBACK,Rp 601.000
2095,25/10/2018,GOLD,Rp 628.203
2096,24/10/2018,BUYBACK,Rp 600.000
2097,24/10/2018,GOLD,Rp 628.203
2098,23/10/2018,BUYBACK,Rp 596.000
2099,23/10/2018,GOLD,Rp 623.158
2100,22/10/2018,BUYBACK,Rp 598.000
2101,22/10/2018,GOLD,Rp 626.185
2102,19/10/2018,BUYBACK,Rp 597.000
2103,19/10/2018,GOLD,Rp 624.167
2104,18/10/2018,BUYBACK,Rp 595.000
2105,18/10/2018,GOLD,Rp 622.149
2106,17/10/2018,BUYBACK,Rp 598.000
2107,17/10/2018,GOLD,Rp 625.176
2108,16/10/2018,BUYBACK,Rp 600.000
2109,16/10/2018,GOLD,Rp 627.194
2110,15/10/2018,BUYBACK,Rp 595.000
2111,15/10/2018,GOLD,Rp 623.158
2112,12/10/2018,BUYBACK,Rp 597.000
2113,12/10/2018,GOLD,Rp 626.184
2114,11/10/2018,BUYBACK,Rp 584.000
2115,11/10/2018,GOLD,Rp 615.086
2116,10/10/2018,BUYBACK,Rp 581.000
2117,10/10/2018,GOLD,Rp 615.086
2118,09/10/2018,BUYBACK,Rp 581.000
2119,09/10/2018,GOLD,Rp 614.076
2120,08/10/2018,BUYBACK,Rp 587.000
2121,08/10/2018,GOLD,Rp 621.140
2122,05/10/2018,BUYBACK,Rp 583.000
2123,05/10/2018,GOLD,Rp 617.104
2124,04/10/2018,BUYBACK,Rp 581.000
2125,04/10/2018,GOLD,Rp 616.094
2126,03/10/2018,BUYBACK,Rp 580.000
2127,03/10/2018,GOLD,Rp 616.094
2128,02/10/2018,BUYBACK,Rp 569.000
2129,02/10/2018,GOLD,Rp 608.022
2130,01/10/2018,BUYBACK,Rp 570.000
2131,01/10/2018,GOLD,Rp 609.032
2132,28/09/2018,BUYBACK,Rp 567.000
2133,28/09/2018,GOLD,Rp 606.004
2134,27/09/2018,BUYBACK,Rp 574.000
2135,27/09/2018,GOLD,Rp 612.058
2136,26/09/2018,BUYBACK,Rp 574.000
2137,26/09/2018,GOLD,Rp 613.068
2138,25/09/2018,BUYBACK,Rp 572.000
2139,25/09/2018,GOLD,Rp 612.058
2140,24/09/2018,BUYBACK,Rp 570.000
2141,24/09/2018,GOLD,Rp 609.032
2142,21/09/2018,BUYBACK,Rp 576.000
2143,21/09/2018,GOLD,Rp 614.076
2144,20/09/2018,BUYBACK,Rp 576.000
2145,20/09/2018,GOLD,Rp 614.076
2146,19/09/2018,BUYBACK,Rp 573.000
2147,19/09/2018,GOLD,Rp 612.058
2148,18/09/2018,BUYBACK,Rp 572.000
2149,18/09/2018,GOLD,Rp 610.040
2150,17/09/2018,BUYBACK,Rp 569.000
2151,17/09/2018,GOLD,Rp 607.014
2152,14/09/2018,BUYBACK,Rp 571.000
2153,14/09/2018,GOLD,Rp 609.032
2154,13/09/2018,BUYBACK,Rp 576.000
2155,13/09/2018,GOLD,Rp 613.068
2156,12/09/2018,BUYBACK,Rp 573.000
2157,12/09/2018,GOLD,Rp 608.022
2158,10/09/2018,BUYBACK,Rp 572.000
2159,10/09/2018,GOLD,Rp 604.996
2160,07/09/2018,BUYBACK,Rp 573.000
2161,07/09/2018,GOLD,Rp 608.022
2162,06/09/2018,BUYBACK,Rp 573.000
2163,06/09/2018,GOLD,Rp 607.014
2164,05/09/2018,BUYBACK,Rp 567.000
2165,05/09/2018,GOLD,Rp 600.960
2166,04/09/2018,BUYBACK,Rp 569.000
2167,04/09/2018,GOLD,Rp 601.968
2168,03/09/2018,BUYBACK,Rp 566.000
2169,03/09/2018,GOLD,Rp 599.950
2170,31/08/2018,BUYBACK,Rp 565.000
2171,31/08/2018,GOLD,Rp 597.932
2172,30/08/2018,BUYBACK,Rp 567.000
2173,30/08/2018,GOLD,Rp 600.960
2174,29/08/2018,BUYBACK,Rp 564.000
2175,29/08/2018,GOLD,Rp 597.932
2176,28/08/2018,BUYBACK,Rp 567.000
2177,28/08/2018,GOLD,Rp 600.960
2178,27/08/2018,BUYBACK,Rp 565.000
2179,27/08/2018,GOLD,Rp 599.950
2180,24/08/2018,BUYBACK,Rp 555.000
2181,24/08/2018,GOLD,Rp 593.896
2182,23/08/2018,BUYBACK,Rp 559.000
2183,23/08/2018,GOLD,Rp 595.914
2184,21/08/2018,BUYBACK,Rp 557.000
2185,21/08/2018,GOLD,Rp 594.906
2186,20/08/2018,BUYBACK,Rp 555.000
2187,20/08/2018,GOLD,Rp 593.896
2188,16/08/2018,BUYBACK,Rp 550.000
2189,16/08/2018,GOLD,Rp 590.870
2190,15/08/2018,BUYBACK,Rp 560.000
2191,15/08/2018,GOLD,Rp 594.906
2192,14/08/2018,BUYBACK,Rp 559.000
2193,14/08/2018,GOLD,Rp 594.906
2194,13/08/2018,BUYBACK,Rp 561.000
2195,13/08/2018,GOLD,Rp 595.914
2196,10/08/2018,BUYBACK,Rp 561.000
2197,10/08/2018,GOLD,Rp 595.914
2198,09/08/2018,BUYBACK,Rp 562.000
2199,09/08/2018,GOLD,Rp 596.924
2200,08/08/2018,BUYBACK,Rp 564.000
2201,08/08/2018,GOLD,Rp 598.942
2202,07/08/2018,BUYBACK,Rp 562.000
2203,07/08/2018,GOLD,Rp 597.932
2204,06/08/2018,BUYBACK,Rp 565.000
2205,06/08/2018,GOLD,Rp 599.950
2206,03/08/2018,BUYBACK,Rp 561.000
2207,03/08/2018,GOLD,Rp 596.924
2208,02/08/2018,BUYBACK,Rp 564.000
2209,02/08/2018,GOLD,Rp 599.950
2210,01/08/2018,BUYBACK,Rp 566.000
2211,01/08/2018,GOLD,Rp 601.968
2212,31/07/2018,BUYBACK,Rp 565.000
2213,31/07/2018,GOLD,Rp 599.950
2214,30/07/2018,BUYBACK,Rp 576.000
2215,30/07/2018,GOLD,Rp 604.996
2216,27/07/2018,BUYBACK,Rp 576.000
2217,27/07/2018,GOLD,Rp 604.996
2218,26/07/2018,BUYBACK,Rp 576.000
2219,26/07/2018,GOLD,Rp 608.022
2220,25/07/2018,BUYBACK,Rp 568.000
2221,25/07/2018,GOLD,Rp 601.968
2222,24/07/2018,BUYBACK,Rp 568.000
2223,24/07/2018,GOLD,Rp 601.968
2224,23/07/2018,BUYBACK,Rp 574.000
2225,23/07/2018,GOLD,Rp 606.004
2226,20/07/2018,BUYBACK,Rp 566.000
2227,20/07/2018,GOLD,Rp 600.960
2228,19/07/2018,BUYBACK,Rp 567.000
2229,19/07/2018,GOLD,Rp 601.968
2230,18/07/2018,BUYBACK,Rp 567.000
2231,18/07/2018,GOLD,Rp 601.968
2232,17/07/2018,BUYBACK,Rp 573.000
2233,17/07/2018,GOLD,Rp 606.004
2234,16/07/2018,BUYBACK,Rp 571.000
2235,16/07/2018,GOLD,Rp 606.004
2236,13/07/2018,BUYBACK,Rp 575.000
2237,13/07/2018,GOLD,Rp 609.032
2238,12/07/2018,BUYBACK,Rp 572.000
2239,12/07/2018,GOLD,Rp 607.014
2240,11/07/2018,BUYBACK,Rp 576.000
2241,11/07/2018,GOLD,Rp 609.032
2242,10/07/2018,BUYBACK,Rp 577.000
2243,10/07/2018,GOLD,Rp 610.040
2244,09/07/2018,BUYBACK,Rp 579.000
2245,09/07/2018,GOLD,Rp 612.058
2246,06/07/2018,BUYBACK,Rp 580.000
2247,06/07/2018,GOLD,Rp 612.058
2248,05/07/2018,BUYBACK,Rp 577.000
2249,05/07/2018,GOLD,Rp 610.040
2250,04/07/2018,BUYBACK,Rp 578.000
2251,04/07/2018,GOLD,Rp 611.050
2252,03/07/2018,BUYBACK,Rp 569.000
2253,03/07/2018,GOLD,Rp 604.996
2254,02/07/2018,BUYBACK,Rp 576.000
2255,02/07/2018,GOLD,Rp 610.040
2256,29/06/2018,BUYBACK,Rp 570.000
2257,29/06/2018,GOLD,Rp 604.996
2258,28/06/2018,BUYBACK,Rp 567.000
2259,28/06/2018,GOLD,Rp 602.978
2260,26/06/2018,BUYBACK,Rp 570.000
2261,26/06/2018,GOLD,Rp 606.004
2262,25/06/2018,BUYBACK,Rp 572.000
2263,25/06/2018,GOLD,Rp 608.022
2264,22/06/2018,BUYBACK,Rp 570.000
2265,22/06/2018,GOLD,Rp 606.004
2266,21/06/2018,BUYBACK,Rp 564.000
2267,21/06/2018,GOLD,Rp 600.960
2268,08/06/2018,BUYBACK,Rp 10.240
2269,08/06/2018,BUYBACK,Rp 575.000
2270,08/06/2018,GOLD,Rp 611.050
2271,07/06/2018,BUYBACK,Rp 575.000
2272,07/06/2018,GOLD,Rp 611.050
2273,06/06/2018,BUYBACK,Rp 576.000
2274,06/06/2018,GOLD,Rp 611.050
2275,05/06/2018,BUYBACK,Rp 576.000
2276,05/06/2018,GOLD,Rp 608.022
2277,04/06/2018,BUYBACK,Rp 576.000
2278,04/06/2018,GOLD,Rp 609.032
2279,31/05/2018,BUYBACK,Rp 584.000
2280,31/05/2018,GOLD,Rp 614.076
2281,30/05/2018,BUYBACK,Rp 585.000
2282,30/05/2018,GOLD,Rp 615.086
2283,28/05/2018,BUYBACK,Rp 587.000
2284,28/05/2018,GOLD,Rp 617.104
2285,25/05/2018,BUYBACK,Rp 592.000
2286,25/05/2018,GOLD,Rp 621.140
2287,24/05/2018,BUYBACK,Rp 587.000
2288,24/05/2018,GOLD,Rp 618.112
2289,23/05/2018,BUYBACK,Rp 585.000
2290,23/05/2018,GOLD,Rp 616.094
2291,22/05/2018,BUYBACK,Rp 585.000
2292,22/05/2018,GOLD,Rp 616.094
2293,21/05/2018,BUYBACK,Rp 580.000
2294,21/05/2018,GOLD,Rp 613.068
2295,18/05/2018,BUYBACK,Rp 579.000
2296,18/05/2018,GOLD,Rp 612.058
2297,17/05/2018,BUYBACK,Rp 580.000
2298,17/05/2018,GOLD,Rp 613.068
2299,16/05/2018,BUYBACK,Rp 578.000
2300,16/05/2018,GOLD,Rp 611.050
2301,15/05/2018,BUYBACK,Rp 585.000
2302,15/05/2018,GOLD,Rp 615.086
2303,14/05/2018,BUYBACK,Rp 587.000
2304,14/05/2018,GOLD,Rp 616.094
2305,11/05/2018,BUYBACK,Rp 591.000
2306,11/05/2018,GOLD,Rp 621.140
2307,09/05/2018,BUYBACK,Rp 590.000
2308,09/05/2018,GOLD,Rp 619.122
2309,08/05/2018,BUYBACK,Rp 585.000
2310,08/05/2018,GOLD,Rp 617.104
2311,07/05/2018,BUYBACK,Rp 582.000
2312,07/05/2018,GOLD,Rp 616.094
2313,04/05/2018,BUYBACK,Rp 582.000
2314,04/05/2018,GOLD,Rp 616.094
2315,03/05/2018,BUYBACK,Rp 579.000
2316,03/05/2018,GOLD,Rp 612.058
2317,02/05/2018,BUYBACK,Rp 575.000
2318,02/05/2018,GOLD,Rp 610.040
2319,30/04/2018,BUYBACK,Rp 582.000
2320,30/04/2018,GOLD,Rp 614.076
2321,27/04/2018,BUYBACK,Rp 582.000
2322,27/04/2018,GOLD,Rp 614.076
2323,26/04/2018,BUYBACK,Rp 582.000
2324,26/04/2018,GOLD,Rp 614.076
2325,25/04/2018,BUYBACK,Rp 588.000
2326,25/04/2018,GOLD,Rp 617.104
2327,24/04/2018,BUYBACK,Rp 585.000
2328,24/04/2018,GOLD,Rp 614.076
2329,23/04/2018,BUYBACK,Rp 585.000
2330,23/04/2018,GOLD,Rp 614.076
2331,20/04/2018,BUYBACK,Rp 587.000
2332,20/04/2018,GOLD,Rp 617.104
2333,19/04/2018,BUYBACK,Rp 591.000
2334,19/04/2018,GOLD,Rp 620.130
2335,18/04/2018,BUYBACK,Rp 589.000
2336,18/04/2018,GOLD,Rp 619.122
2337,17/04/2018,BUYBACK,Rp 589.000
2338,17/04/2018,GOLD,Rp 619.122
2339,16/04/2018,BUYBACK,Rp 587.000
2340,16/04/2018,GOLD,Rp 617.104
2341,13/04/2018,BUYBACK,Rp 585.000
2342,13/04/2018,GOLD,Rp 615.086
2343,12/04/2018,BUYBACK,Rp 590.000
2344,12/04/2018,GOLD,Rp 620.130
2345,11/04/2018,BUYBACK,Rp 586.000
2346,11/04/2018,GOLD,Rp 616.094
2347,10/04/2018,BUYBACK,Rp 586.000
2348,10/04/2018,GOLD,Rp 615.086
2349,09/04/2018,BUYBACK,Rp 582.000
2350,09/04/2018,GOLD,Rp 611.050
2351,06/04/2018,BUYBACK,Rp 582.000
2352,06/04/2018,GOLD,Rp 612.058
2353,04/04/2018,BUYBACK,Rp 581.000
2354,04/04/2018,GOLD,Rp 612.058
2355,03/04/2018,BUYBACK,Rp 584.000
2356,03/04/2018,GOLD,Rp 615.086
2357,02/04/2018,BUYBACK,Rp 577.000
2358,02/04/2018,GOLD,Rp 609.032
2359,29/03/2018,BUYBACK,Rp 577.000
2360,29/03/2018,GOLD,Rp 608.022
2361,28/03/2018,BUYBACK,Rp 582.000
2362,28/03/2018,GOLD,Rp 612.058
2363,27/03/2018,BUYBACK,Rp 589.000
2364,27/03/2018,GOLD,Rp 619.122
2365,26/03/2018,BUYBACK,Rp 587.000
2366,26/03/2018,GOLD,Rp 618.112
2367,23/03/2018,BUYBACK,Rp 579.000
2368,23/03/2018,GOLD,Rp 610.040
2369,22/03/2018,BUYBACK,Rp 580.000
2370,22/03/2018,GOLD,Rp 611.050
2371,21/03/2018,BUYBACK,Rp 571.000
2372,21/03/2018,GOLD,Rp 602.978
2373,20/03/2018,BUYBACK,Rp 571.000
2374,20/03/2018,GOLD,Rp 601.968
2375,19/03/2018,BUYBACK,Rp 571.000
2376,19/03/2018,GOLD,Rp 601.968
2377,16/03/2018,BUYBACK,Rp 571.000
2378,16/03/2018,GOLD,Rp 601.968
2379,15/03/2018,BUYBACK,Rp 575.000
2380,15/03/2018,GOLD,Rp 604.996
2381,14/03/2018,BUYBACK,Rp 576.000
2382,14/03/2018,GOLD,Rp 604.996
2383,13/03/2018,BUYBACK,Rp 576.000
2384,13/03/2018,GOLD,Rp 606.004
2385,12/03/2018,BUYBACK,Rp 577.000
2386,12/03/2018,GOLD,Rp 607.014
2387,09/03/2018,BUYBACK,Rp 574.000
2388,09/03/2018,GOLD,Rp 603.986
2389,08/03/2018,BUYBACK,Rp 576.000
2390,08/03/2018,GOLD,Rp 604.996
2391,07/03/2018,BUYBACK,Rp 582.000
2392,07/03/2018,GOLD,Rp 611.050
2393,06/03/2018,BUYBACK,Rp 573.000
2394,06/03/2018,GOLD,Rp 602.978
2395,05/03/2018,BUYBACK,Rp 574.000
2396,05/03/2018,GOLD,Rp 603.986
2397,02/03/2018,BUYBACK,Rp 574.000
2398,02/03/2018,GOLD,Rp 603.986
2399,01/03/2018,BUYBACK,Rp 570.000
2400,01/03/2018,GOLD,Rp 600.960
2401,28/02/2018,BUYBACK,Rp 569.000
2402,28/02/2018,GOLD,Rp 598.942
2403,27/02/2018,BUYBACK,Rp 576.000
2404,27/02/2018,GOLD,Rp 602.978
2405,26/02/2018,BUYBACK,Rp 574.000
2406,26/02/2018,GOLD,Rp 600.960
2407,23/02/2018,BUYBACK,Rp 574.000
2408,23/02/2018,GOLD,Rp 601.968
2409,22/02/2018,BUYBACK,Rp 568.000
2410,22/02/2018,GOLD,Rp 597.932
2411,21/02/2018,BUYBACK,Rp 567.000
2412,21/02/2018,GOLD,Rp 597.932
2413,20/02/2018,BUYBACK,Rp 571.000
2414,20/02/2018,GOLD,Rp 601.968
2415,19/02/2018,BUYBACK,Rp 572.000
2416,19/02/2018,GOLD,Rp 603.986
2417,15/02/2018,BUYBACK,Rp 579.000
2418,15/02/2018,GOLD,Rp 609.032
2419,14/02/2018,BUYBACK,Rp 573.000
2420,14/02/2018,GOLD,Rp 603.986
2421,13/02/2018,BUYBACK,Rp 568.000
2422,13/02/2018,GOLD,Rp 598.942
2423,12/02/2018,BUYBACK,Rp 567.000
2424,12/02/2018,GOLD,Rp 596.924
2425,09/02/2018,BUYBACK,Rp 568.000
2426,09/02/2018,GOLD,Rp 597.932
2427,08/02/2018,BUYBACK,Rp 565.000
2428,08/02/2018,GOLD,Rp 594.906
2429,07/02/2018,BUYBACK,Rp 569.000
2430,07/02/2018,GOLD,Rp 596.924
2431,06/02/2018,BUYBACK,Rp 569.000
2432,06/02/2018,GOLD,Rp 598.942
2433,05/02/2018,BUYBACK,Rp 565.000
2434,05/02/2018,GOLD,Rp 593.896
2435,02/02/2018,BUYBACK,Rp 570.000
2436,02/02/2018,GOLD,Rp 598.942
2437,01/02/2018,BUYBACK,Rp 570.000
2438,01/02/2018,GOLD,Rp 598.942
2439,30/01/2018,BUYBACK,Rp 564.000
2440,30/01/2018,GOLD,Rp 593.896
2441,29/01/2018,BUYBACK,Rp 568.000
2442,29/01/2018,GOLD,Rp 596.924
2443,26/01/2018,BUYBACK,Rp 565.000
2444,26/01/2018,GOLD,Rp 593.896
2445,25/01/2018,BUYBACK,Rp 570.000
2446,25/01/2018,GOLD,Rp 596.924
2447,24/01/2018,BUYBACK,Rp 565.000
2448,24/01/2018,GOLD,Rp 590.870
2449,23/01/2018,BUYBACK,Rp 562.000
2450,23/01/2018,GOLD,Rp 587.842
2451,22/01/2018,BUYBACK,Rp 563.000
2452,22/01/2018,GOLD,Rp 588.852
2453,19/01/2018,BUYBACK,Rp 561.000
2454,19/01/2018,GOLD,Rp 588.852
2455,18/01/2018,BUYBACK,Rp 561.000
2456,18/01/2018,GOLD,Rp 588.852
2457,17/01/2018,BUYBACK,Rp 566.000
2458,17/01/2018,GOLD,Rp 592.888
2459,16/01/2018,BUYBACK,Rp 566.000
2460,16/01/2018,GOLD,Rp 594.906
2461,15/01/2018,BUYBACK,Rp 567.000
2462,15/01/2018,GOLD,Rp 595.914
2463,12/01/2018,BUYBACK,Rp 565.000
2464,12/01/2018,GOLD,Rp 595.914
2465,11/01/2018,BUYBACK,Rp 564.000
2466,11/01/2018,GOLD,Rp 593.896
2467,10/01/2018,BUYBACK,Rp 562.000
2468,10/01/2018,GOLD,Rp 590.870
2469,09/01/2018,BUYBACK,Rp 563.000
2470,09/01/2018,GOLD,Rp 592.888
2471,08/01/2018,BUYBACK,Rp 563.000
2472,08/01/2018,GOLD,Rp 593.896
2473,05/01/2018,BUYBACK,Rp 565.000
2474,05/01/2018,GOLD,Rp 595.914
2475,04/01/2018,BUYBACK,Rp 561.000
2476,04/01/2018,GOLD,Rp 592.888
2477,03/01/2018,BUYBACK,Rp 567.000
2478,03/01/2018,GOLD,Rp 597.932
2479,02/01/2018,BUYBACK,Rp 565.000
2480,02/01/2018,GOLD,Rp 594.906
2481,30/12/2017,BUYBACK,Rp 563.000
2482,30/12/2017,GOLD,Rp 592.888
2483,29/12/2017,BUYBACK,Rp 561.000
2484,29/12/2017,GOLD,Rp 590.870
2485,28/12/2017,BUYBACK,Rp 559.000
2486,28/12/2017,GOLD,Rp 588.852
2487,27/12/2017,BUYBACK,Rp 558.000
2488,27/12/2017,GOLD,Rp 587.842
2489,22/12/2017,BUYBACK,Rp 553.000
2490,22/12/2017,GOLD,Rp 581.788
2491,21/12/2017,BUYBACK,Rp 554.000
2492,21/12/2017,GOLD,Rp 582.798
2493,20/12/2017,BUYBACK,Rp 552.000
2494,20/12/2017,GOLD,Rp 580.780
2495,19/12/2017,BUYBACK,Rp 552.000
2496,19/12/2017,GOLD,Rp 580.780
2497,18/12/2017,BUYBACK,Rp 549.000
2498,18/12/2017,GOLD,Rp 577.752
2499,15/12/2017,BUYBACK,Rp 549.000
2500,15/12/2017,GOLD,Rp 577.752
2501,14/12/2017,BUYBACK,Rp 550.000
2502,14/12/2017,GOLD,Rp 578.762
2503,13/12/2017,BUYBACK,Rp 545.000
2504,13/12/2017,GOLD,Rp 573.716
2505,12/12/2017,BUYBACK,Rp 544.000
2506,12/12/2017,GOLD,Rp 573.112
2507,11/12/2017,BUYBACK,Rp 544.000
2508,11/12/2017,GOLD,Rp 574.120
2509,08/12/2017,BUYBACK,Rp 544.000
2510,08/12/2017,GOLD,Rp 573.716
2511,07/12/2017,BUYBACK,Rp 549.000
2512,07/12/2017,GOLD,Rp 576.744
2513,06/12/2017,BUYBACK,Rp 549.000
2514,06/12/2017,GOLD,Rp 576.744
2515,05/12/2017,BUYBACK,Rp 553.000
2516,05/12/2017,GOLD,Rp 580.780
2517,04/12/2017,BUYBACK,Rp 552.000
2518,04/12/2017,GOLD,Rp 578.762
2519,30/11/2017,BUYBACK,Rp 555.000
2520,30/11/2017,GOLD,Rp 582.798
2521,29/11/2017,BUYBACK,Rp 558.000
2522,29/11/2017,GOLD,Rp 585.824
2523,28/11/2017,BUYBACK,Rp 560.000
2524,28/11/2017,GOLD,Rp 586.834
2525,27/11/2017,BUYBACK,Rp 558.000
2526,27/11/2017,GOLD,Rp 584.816
2527,24/11/2017,BUYBACK,Rp 558.000
2528,24/11/2017,GOLD,Rp 585.824
2529,23/11/2017,BUYBACK,Rp 559.000
2530,23/11/2017,GOLD,Rp 586.834
2531,22/11/2017,BUYBACK,Rp 557.000
2532,22/11/2017,GOLD,Rp 584.816
2533,21/11/2017,BUYBACK,Rp 556.000
2534,21/11/2017,GOLD,Rp 582.798
2535,20/11/2017,BUYBACK,Rp 561.000
2536,20/11/2017,GOLD,Rp 588.852
2537,17/11/2017,BUYBACK,Rp 556.000
2538,17/11/2017,GOLD,Rp 583.807
2539,16/11/2017,BUYBACK,Rp 556.000
2540,16/11/2017,GOLD,Rp 583.807
2541,15/11/2017,BUYBACK,Rp 556.000
2542,15/11/2017,GOLD,Rp 583.807
2543,14/11/2017,BUYBACK,Rp 556.000
2544,14/11/2017,GOLD,Rp 582.798
2545,13/11/2017,BUYBACK,Rp 557.000
2546,13/11/2017,GOLD,Rp 581.789
2547,10/11/2017,BUYBACK,Rp 557.000
2548,10/11/2017,GOLD,Rp 585.825
2549,09/11/2017,BUYBACK,Rp 555.000
2550,09/11/2017,GOLD,Rp 584.816
2551,08/11/2017,BUYBACK,Rp 553.000
2552,08/11/2017,GOLD,Rp 582.798
2553,07/11/2017,BUYBACK,Rp 555.000
2554,07/11/2017,GOLD,Rp 584.816
2555,06/11/2017,BUYBACK,Rp 554.000
2556,06/11/2017,GOLD,Rp 583.807
2557,03/11/2017,BUYBACK,Rp 557.000
2558,03/11/2017,GOLD,Rp 585.825
2559,02/11/2017,BUYBACK,Rp 558.000
2560,02/11/2017,GOLD,Rp 585.825
2561,01/11/2017,BUYBACK,Rp 555.000
2562,01/11/2017,GOLD,Rp 582.798
2563,31/10/2017,BUYBACK,Rp 557.000
2564,31/10/2017,GOLD,Rp 585.825
2565,30/10/2017,BUYBACK,Rp 557.000
2566,30/10/2017,GOLD,Rp 586.834
2567,27/10/2017,BUYBACK,Rp 552.000
2568,27/10/2017,GOLD,Rp 581.789
2569,26/10/2017,BUYBACK,Rp 558.000
2570,26/10/2017,GOLD,Rp 587.843
2571,25/10/2017,BUYBACK,Rp 555.000
2572,25/10/2017,GOLD,Rp 584.816
2573,24/10/2017,BUYBACK,Rp 558.000
2574,24/10/2017,GOLD,Rp 588.852
2575,23/10/2017,BUYBACK,Rp 555.000
2576,23/10/2017,GOLD,Rp 583.807
2577,20/10/2017,BUYBACK,Rp 558.000
2578,20/10/2017,GOLD,Rp 587.843
2579,19/10/2017,BUYBACK,Rp 553.300
2580,19/10/2017,GOLD,Rp 582.798
2581,18/10/2017,BUYBACK,Rp 553.300
2582,18/10/2017,GOLD,Rp 583.807
2583,17/10/2017,BUYBACK,Rp 555.000
2584,17/10/2017,GOLD,Rp 585.825
2585,16/10/2017,BUYBACK,Rp 560.000
2586,16/10/2017,GOLD,Rp 589.861
2587,13/10/2017,BUYBACK,Rp 557.000
2588,13/10/2017,GOLD,Rp 585.825
2589,12/10/2017,BUYBACK,Rp 558.000
2590,12/10/2017,GOLD,Rp 583.807
2591,11/10/2017,BUYBACK,Rp 557.000
2592,11/10/2017,GOLD,Rp 581.789
2593,10/10/2017,BUYBACK,Rp 550.000
2594,10/10/2017,GOLD,Rp 578.762
2595,09/10/2017,BUYBACK,Rp 547.000
2596,09/10/2017,GOLD,Rp 573.717
2597,06/10/2017,BUYBACK,Rp 544.000
2598,06/10/2017,GOLD,Rp 567.663
2599,05/10/2017,BUYBACK,Rp 544.000
2600,05/10/2017,GOLD,Rp 567.658
2601,04/10/2017,BUYBACK,Rp 544.000
2602,04/10/2017,GOLD,Rp 567.000
2603,03/10/2017,BUYBACK,Rp 545.000
2604,03/10/2017,GOLD,Rp 564.000
2605,02/10/2017,BUYBACK,Rp 545.000
2606,02/10/2017,GOLD,Rp 566.000
2607,29/09/2017,BUYBACK,Rp 545.000
2608,29/09/2017,GOLD,Rp 568.000
2609,28/09/2017,BUYBACK,Rp 543.000
2610,28/09/2017,GOLD,Rp 565.000
2611,27/09/2017,BUYBACK,Rp 545.000
2612,27/09/2017,GOLD,Rp 567.000
2613,26/09/2017,BUYBACK,Rp 547.000
2614,26/09/2017,GOLD,Rp 570.000
2615,25/09/2017,BUYBACK,Rp 543.000
2616,25/09/2017,GOLD,Rp 566.000
2617,22/09/2017,BUYBACK,Rp 544.000
2618,22/09/2017,GOLD,Rp 564.000
2619,20/09/2017,BUYBACK,Rp 548.000
2620,20/09/2017,GOLD,Rp 569.000
2621,19/09/2017,BUYBACK,Rp 545.000
2622,19/09/2017,GOLD,Rp 567.000
2623,18/09/2017,BUYBACK,Rp 547.000
2624,18/09/2017,GOLD,Rp 569.000
2625,15/09/2017,BUYBACK,Rp 552.000
2626,15/09/2017,GOLD,Rp 574.000
2627,14/09/2017,BUYBACK,Rp 547.000
2628,14/09/2017,GOLD,Rp 569.000
2629,13/09/2017,BUYBACK,Rp 550.000
2630,13/09/2017,GOLD,Rp 572.000
2631,12/09/2017,BUYBACK,Rp 550.000
2632,12/09/2017,GOLD,Rp 571.000
2633,11/09/2017,BUYBACK,Rp 560.000
2634,11/09/2017,GOLD,Rp 577.000
2635,08/09/2017,BUYBACK,Rp 562.000
2636,08/09/2017,GOLD,Rp 582.000
2637,07/09/2017,BUYBACK,Rp 556.000
2638,07/09/2017,GOLD,Rp 576.000
2639,06/09/2017,BUYBACK,Rp 559.000
2640,06/09/2017,GOLD,Rp 579.000
2641,05/09/2017,BUYBACK,Rp 557.000
