,Tanggal,Keterangan,Harga
1478,29/11/2019,BUYBACK,Rp 659.500
1479,29/11/2019,GOLD,Rp 744.000
1480,28/11/2019,BUYBACK,Rp 659.500
1481,28/11/2019,GOLD,Rp 744.000
1482,27/11/2019,BUYBACK,Rp 661.000
1483,27/11/2019,GOLD,Rp 745.000
1484,26/11/2019,BUYBACK,Rp 658.000
1485,26/11/2019,GOLD,Rp 743.000
1486,25/11/2019,BUYBACK,Rp 661.500
1487,25/11/2019,GOLD,Rp 747.000
1488,23/11/2019,BUYBACK,Rp 662.000
1489,23/11/2019,GOLD,Rp 747.000
1490,22/11/2019,BUYBACK,Rp 664.000
1491,22/11/2019,GOLD,Rp 748.000
1492,21/11/2019,BUYBACK,Rp 667.000
1493,21/11/2019,GOLD,Rp 751.000
1494,20/11/2019,BUYBACK,Rp 667.000
1495,20/11/2019,GOLD,Rp 751.000
1496,19/11/2019,BUYBACK,Rp 665.000
1497,19/11/2019,GOLD,Rp 749.000
1498,18/11/2019,BUYBACK,Rp 664.000
1499,18/11/2019,GOLD,Rp 748.000
1500,16/11/2019,BUYBACK,Rp 664.000
1501,16/11/2019,GOLD,Rp 747.000
1502,15/11/2019,BUYBACK,Rp 665.500
1503,15/11/2019,GOLD,Rp 748.000
1504,14/11/2019,BUYBACK,Rp 662.000
1505,14/11/2019,GOLD,Rp 746.000
1506,13/11/2019,BUYBACK,Rp 658.500
1507,13/11/2019,GOLD,Rp 743.000
1508,12/11/2019,BUYBACK,Rp 656.500
1509,12/11/2019,GOLD,Rp 741.000
1510,11/11/2019,BUYBACK,Rp 658.000
1511,11/11/2019,GOLD,Rp 742.000
1512,09/11/2019,BUYBACK,Rp 658.000
1513,09/11/2019,GOLD,Rp 741.000
1514,08/11/2019,BUYBACK,Rp 661.000
1515,08/11/2019,GOLD,Rp 745.000
1516,07/11/2019,BUYBACK,Rp 669.500
1517,07/11/2019,GOLD,Rp 750.000
1518,06/11/2019,BUYBACK,Rp 669.500
1519,06/11/2019,GOLD,Rp 750.000
1520,05/11/2019,BUYBACK,Rp 678.000
1521,05/11/2019,GOLD,Rp 758.000
1522,04/11/2019,BUYBACK,Rp 683.000
1523,04/11/2019,GOLD,Rp 763.000
1524,02/11/2019,BUYBACK,Rp 684.000
1525,02/11/2019,GOLD,Rp 764.000
1526,01/11/2019,BUYBACK,Rp 684.000
1527,01/11/2019,GOLD,Rp 764.000
1528,31/10/2019,BUYBACK,Rp 674.000
1529,31/10/2019,GOLD,Rp 755.000
1530,30/10/2019,BUYBACK,Rp 670.900
1531,30/10/2019,GOLD,Rp 751.000
1532,29/10/2019,BUYBACK,Rp 671.000
1533,29/10/2019,GOLD,Rp 752.000
1534,28/10/2019,BUYBACK,Rp 679.000
1535,28/10/2019,GOLD,Rp 757.000
1536,26/10/2019,BUYBACK,Rp 679.000
1537,26/10/2019,GOLD,Rp 757.000
1538,25/10/2019,BUYBACK,Rp 675.000
1539,25/10/2019,GOLD,Rp 754.000
1540,24/10/2019,BUYBACK,Rp 673.000
1541,24/10/2019,GOLD,Rp 752.000
1542,23/10/2019,BUYBACK,Rp 672.000
1543,23/10/2019,GOLD,Rp 751.000
1544,22/10/2019,BUYBACK,Rp 673.000
1545,22/10/2019,GOLD,Rp 752.000
1546,21/10/2019,BUYBACK,Rp 677.000
1547,21/10/2019,GOLD,Rp 756.000
1548,19/10/2019,BUYBACK,Rp 678.000
1549,19/10/2019,GOLD,Rp 756.000
1550,18/10/2019,BUYBACK,Rp 680.000
1551,18/10/2019,GOLD,Rp 758.000
1552,17/10/2019,BUYBACK,Rp 679.000
1553,17/10/2019,GOLD,Rp 758.000
1554,16/10/2019,BUYBACK,Rp 673.000
1555,16/10/2019,GOLD,Rp 752.000
1556,15/10/2019,BUYBACK,Rp 676.000
1557,15/10/2019,GOLD,Rp 756.000
1558,14/10/2019,BUYBACK,Rp 675.000
1559,14/10/2019,GOLD,Rp 754.000
1560,12/10/2019,BUYBACK,Rp 677.000
1561,12/10/2019,GOLD,Rp 756.000
1562,11/10/2019,BUYBACK,Rp 679.000
1563,11/10/2019,GOLD,Rp 758.000
1564,10/10/2019,BUYBACK,Rp 690.000
1565,10/10/2019,GOLD,Rp 766.000
1566,09/10/2019,BUYBACK,Rp 687.000
1567,09/10/2019,GOLD,Rp 762.000
1568,08/10/2019,BUYBACK,Rp 679.000
1569,08/10/2019,GOLD,Rp 756.000
1570,07/10/2019,BUYBACK,Rp 684.000
1571,07/10/2019,GOLD,Rp 761.000
1572,05/10/2019,BUYBACK,Rp 684.000
1573,05/10/2019,GOLD,Rp 761.000
1574,04/10/2019,BUYBACK,Rp 688.000
1575,04/10/2019,GOLD,Rp 764.000
1576,03/10/2019,BUYBACK,Rp 685.000
1577,03/10/2019,GOLD,Rp 762.000
1578,02/10/2019,BUYBACK,Rp 676.000
1579,02/10/2019,GOLD,Rp 755.000
1580,01/10/2019,BUYBACK,Rp 672.000
1581,01/10/2019,GOLD,Rp 751.000
1582,30/09/2019,BUYBACK,Rp 683.000
1583,30/09/2019,GOLD,Rp 761.000
1584,28/09/2019,BUYBACK,Rp 684.000
1585,28/09/2019,GOLD,Rp 761.000
1586,27/09/2019,BUYBACK,Rp 685.000
1587,27/09/2019,GOLD,Rp 762.000
1588,26/09/2019,BUYBACK,Rp 685.000
1589,26/09/2019,GOLD,Rp 762.000
1590,25/09/2019,BUYBACK,Rp 693.000
1591,25/09/2019,GOLD,Rp 769.000
1592,24/09/2019,BUYBACK,Rp 688.000
1593,24/09/2019,GOLD,Rp 765.000
1594,23/09/2019,BUYBACK,Rp 685.000
1595,23/09/2019,GOLD,Rp 762.000
1596,21/09/2019,BUYBACK,Rp 687.000
1597,21/09/2019,GOLD,Rp 763.000
1598,20/09/2019,BUYBACK,Rp 680.000
1599,20/09/2019,GOLD,Rp 756.000
1600,19/09/2019,BUYBACK,Rp 675.000
1601,19/09/2019,GOLD,Rp 752.000
1602,18/09/2019,BUYBACK,Rp 680.000
1603,18/09/2019,GOLD,Rp 757.000
1604,17/09/2019,BUYBACK,Rp 675.000
1605,17/09/2019,GOLD,Rp 753.000
1606,16/09/2019,BUYBACK,Rp 676.000
1607,16/09/2019,GOLD,Rp 753.000
1608,14/09/2019,BUYBACK,Rp 668.000
1609,14/09/2019,GOLD,Rp 745.000
1610,13/09/2019,BUYBACK,Rp 676.000
1611,13/09/2019,GOLD,Rp 753.000
1612,12/09/2019,BUYBACK,Rp 676.000
1613,12/09/2019,GOLD,Rp 752.000
1614,11/09/2019,BUYBACK,Rp 675.000
1615,11/09/2019,GOLD,Rp 751.000
1616,10/09/2019,BUYBACK,Rp 678.000
1617,10/09/2019,GOLD,Rp 754.000
1618,09/09/2019,BUYBACK,Rp 682.000
1619,09/09/2019,GOLD,Rp 758.000
1620,07/09/2019,BUYBACK,Rp 684.000
1621,07/09/2019,GOLD,Rp 759.000
1622,06/09/2019,BUYBACK,Rp 688.000
1623,06/09/2019,GOLD,Rp 765.000
1624,05/09/2019,BUYBACK,Rp 700.000
1625,05/09/2019,GOLD,Rp 775.000
1626,04/09/2019,BUYBACK,Rp 699.000
1627,04/09/2019,GOLD,Rp 775.000
1628,03/09/2019,BUYBACK,Rp 691.000
1629,03/09/2019,GOLD,Rp 765.000
1630,02/09/2019,BUYBACK,Rp 695.000
1631,02/09/2019,GOLD,Rp 768.000
1632,31/08/2019,BUYBACK,Rp 690.000
1633,31/08/2019,GOLD,Rp 763.000
1634,30/08/2019,BUYBACK,Rp 693.000
1635,30/08/2019,GOLD,Rp 766.000
1636,29/08/2019,BUYBACK,Rp 699.000
1637,29/08/2019,GOLD,Rp 771.000
1638,28/08/2019,BUYBACK,Rp 698.000
1639,28/08/2019,GOLD,Rp 772.000
1640,27/08/2019,BUYBACK,Rp 694.000
1641,27/08/2019,GOLD,Rp 766.500
1642,26/08/2019,BUYBACK,Rp 700.000
1643,26/08/2019,GOLD,Rp 774.000
1644,24/08/2019,BUYBACK,Rp 692.000
1645,24/08/2019,GOLD,Rp 765.000
1646,23/08/2019,BUYBACK,Rp 679.000
1647,23/08/2019,GOLD,Rp 751.000
1648,22/08/2019,BUYBACK,Rp 683.000
1649,22/08/2019,GOLD,Rp 755.000
1650,21/08/2019,BUYBACK,Rp 684.000
1651,21/08/2019,GOLD,Rp 756.000
1652,20/08/2019,BUYBACK,Rp 678.000
1653,20/08/2019,GOLD,Rp 749.000
1654,19/08/2019,BUYBACK,Rp 684.000
1655,19/08/2019,GOLD,Rp 757.000
1656,17/08/2019,BUYBACK,Rp 688.000
1657,17/08/2019,GOLD,Rp 759.000
1658,16/08/2019,BUYBACK,Rp 694.000
1659,16/08/2019,GOLD,Rp 766.000
1660,15/08/2019,BUYBACK,Rp 687.000
1661,15/08/2019,GOLD,Rp 759.000
1662,14/08/2019,BUYBACK,Rp 682.000
1663,14/08/2019,GOLD,Rp 754.000
1664,13/08/2019,BUYBACK,Rp 683.000
1665,13/08/2019,GOLD,Rp 755.000
1666,12/08/2019,BUYBACK,Rp 674.000
1667,12/08/2019,GOLD,Rp 749.000
1668,10/08/2019,BUYBACK,Rp 674.000
1669,10/08/2019,GOLD,Rp 747.000
1670,09/08/2019,BUYBACK,Rp 678.000
1671,09/08/2019,GOLD,Rp 752.000
1672,08/08/2019,BUYBACK,Rp 679.000
1673,08/08/2019,GOLD,Rp 753.000
1674,07/08/2019,BUYBACK,Rp 673.000
1675,07/08/2019,GOLD,Rp 746.000
1676,06/08/2019,BUYBACK,Rp 666.000
1677,06/08/2019,GOLD,Rp 739.000
1678,05/08/2019,BUYBACK,Rp 653.000
1679,05/08/2019,GOLD,Rp 724.000
1680,03/08/2019,BUYBACK,Rp 651.000
1681,03/08/2019,GOLD,Rp 722.000
1682,02/08/2019,BUYBACK,Rp 646.000
1683,02/08/2019,GOLD,Rp 717.000
1684,01/08/2019,BUYBACK,Rp 631.000
1685,01/08/2019,GOLD,Rp 702.500
1686,31/07/2019,BUYBACK,Rp 640.000
1687,31/07/2019,GOLD,Rp 711.000
1688,30/07/2019,BUYBACK,Rp 636.000
1689,30/07/2019,GOLD,Rp 707.000
1690,29/07/2019,BUYBACK,Rp 634.000
1691,29/07/2019,GOLD,Rp 705.000
1692,27/07/2019,BUYBACK,Rp 633.000
1693,27/07/2019,GOLD,Rp 704.000
1694,26/07/2019,BUYBACK,Rp 631.000
1695,26/07/2019,GOLD,Rp 702.000
1696,25/07/2019,BUYBACK,Rp 637.000
1697,25/07/2019,GOLD,Rp 708.000
1698,24/07/2019,BUYBACK,Rp 632.000
1699,24/07/2019,GOLD,Rp 703.000
1700,23/07/2019,BUYBACK,Rp 634.000
1701,23/07/2019,GOLD,Rp 705.000
1702,22/07/2019,BUYBACK,Rp 633.000
1703,22/07/2019,GOLD,Rp 704.000
1704,20/07/2019,BUYBACK,Rp 632.000
1705,20/07/2019,GOLD,Rp 703.000
1706,19/07/2019,BUYBACK,Rp 643.000
1707,19/07/2019,GOLD,Rp 714.000
1708,18/07/2019,BUYBACK,Rp 634.000
1709,18/07/2019,GOLD,Rp 705.000
1710,17/07/2019,BUYBACK,Rp 626.000
1711,17/07/2019,GOLD,Rp 697.000
1712,16/07/2019,BUYBACK,Rp 630.000
1713,16/07/2019,GOLD,Rp 702.000
1714,15/07/2019,BUYBACK,Rp 635.000
1715,15/07/2019,GOLD,Rp 706.000
1716,13/07/2019,BUYBACK,Rp 635.000
1717,13/07/2019,GOLD,Rp 706.000
1718,12/07/2019,BUYBACK,Rp 630.000
1719,12/07/2019,GOLD,Rp 701.000
1720,11/07/2019,BUYBACK,Rp 640.000
1721,11/07/2019,GOLD,Rp 711.000
1722,10/07/2019,BUYBACK,Rp 628.000
1723,10/07/2019,GOLD,Rp 699.000
1724,09/07/2019,BUYBACK,Rp 628.000
1725,09/07/2019,GOLD,Rp 699.000
1726,08/07/2019,BUYBACK,Rp 629.000
1727,08/07/2019,GOLD,Rp 700.000
1728,06/07/2019,BUYBACK,Rp 630.000
1729,06/07/2019,GOLD,Rp 701.000
1730,05/07/2019,BUYBACK,Rp 638.000
1731,05/07/2019,GOLD,Rp 709.000
1732,04/07/2019,BUYBACK,Rp 640.000
1733,04/07/2019,GOLD,Rp 711.000
1734,03/07/2019,BUYBACK,Rp 643.000
1735,03/07/2019,GOLD,Rp 714.000
1736,02/07/2019,BUYBACK,Rp 623.000
1737,02/07/2019,GOLD,Rp 694.000
1738,01/07/2019,BUYBACK,Rp 628.000
1739,01/07/2019,GOLD,Rp 699.000
1740,29/06/2019,BUYBACK,Rp 634.000
1741,29/06/2019,GOLD,Rp 705.000
1742,28/06/2019,BUYBACK,Rp 640.000
1743,28/06/2019,GOLD,Rp 711.000
1744,27/06/2019,BUYBACK,Rp 636.000
1745,27/06/2019,GOLD,Rp 707.000
1746,26/06/2019,BUYBACK,Rp 638.000
1747,26/06/2019,GOLD,Rp 709.000
1748,25/06/2019,BUYBACK,Rp 642.000
1749,25/06/2019,GOLD,Rp 713.000
1750,24/06/2019,BUYBACK,Rp 628.000
1751,24/06/2019,GOLD,Rp 702.500
1752,22/06/2019,BUYBACK,Rp 628.000
1753,22/06/2019,GOLD,Rp 699.000
1754,21/06/2019,BUYBACK,Rp 631.000
1755,21/06/2019,GOLD,Rp 702.000
1756,20/06/2019,BUYBACK,Rp 622.000
1757,20/06/2019,GOLD,Rp 694.000
1758,19/06/2019,BUYBACK,Rp 613.000
1759,19/06/2019,GOLD,Rp 684.000
1760,18/06/2019,BUYBACK,Rp 611.000
1761,18/06/2019,GOLD,Rp 682.000
1762,17/06/2019,BUYBACK,Rp 608.000
1763,17/06/2019,GOLD,Rp 679.000
1764,15/06/2019,BUYBACK,Rp 610.000
1765,15/06/2019,GOLD,Rp 681.000
1766,14/06/2019,BUYBACK,Rp 610.000
1767,14/06/2019,GOLD,Rp 681.000
1768,13/06/2019,BUYBACK,Rp 604.000
1769,13/06/2019,GOLD,Rp 675.000
1770,12/06/2019,BUYBACK,Rp 595.000
1771,12/06/2019,GOLD,Rp 673.000
1772,11/06/2019,BUYBACK,Rp 595.000
1773,11/06/2019,GOLD,Rp 673.000
1774,10/06/2019,BUYBACK,Rp 600.000
1775,10/06/2019,GOLD,Rp 681.000
1776,31/05/2019,BUYBACK,Rp 587.000
1777,31/05/2019,GOLD,Rp 662.000
1778,29/05/2019,BUYBACK,Rp 587.000
1779,29/05/2019,GOLD,Rp 662.000
1780,28/05/2019,BUYBACK,Rp 587.000
1781,28/05/2019,GOLD,Rp 662.000
1782,27/05/2019,BUYBACK,Rp 590.000
1783,27/05/2019,GOLD,Rp 665.000
1784,24/05/2019,BUYBACK,Rp 591.000
1785,24/05/2019,GOLD,Rp 666.000
1786,23/05/2019,BUYBACK,Rp 587.000
1787,23/05/2019,GOLD,Rp 662.000
1788,22/05/2019,BUYBACK,Rp 587.000
1789,22/05/2019,GOLD,Rp 662.000
1790,21/05/2019,BUYBACK,Rp 588.000
1791,21/05/2019,GOLD,Rp 663.000
1792,20/05/2019,BUYBACK,Rp 588.000
1793,20/05/2019,GOLD,Rp 663.000
1794,18/05/2019,BUYBACK,Rp 588.000
1795,18/05/2019,GOLD,Rp 663.000
1796,17/05/2019,BUYBACK,Rp 590.000
1797,17/05/2019,GOLD,Rp 665.000
1798,16/05/2019,BUYBACK,Rp 592.000
1799,16/05/2019,GOLD,Rp 669.000
1800,15/05/2019,BUYBACK,Rp 592.000
1801,15/05/2019,GOLD,Rp 669.000
1802,14/05/2019,BUYBACK,Rp 592.000
1803,14/05/2019,GOLD,Rp 669.000
1804,13/05/2019,BUYBACK,Rp 592.000
1805,13/05/2019,GOLD,Rp 664.500
1806,11/05/2019,BUYBACK,Rp 592.000
1807,11/05/2019,GOLD,Rp 664.000
1808,10/05/2019,BUYBACK,Rp 591.000
1809,10/05/2019,GOLD,Rp 664.000
1810,09/05/2019,BUYBACK,Rp 589.000
1811,09/05/2019,GOLD,Rp 662.000
1812,08/05/2019,BUYBACK,Rp 591.000
1813,08/05/2019,GOLD,Rp 665.500
1814,07/05/2019,BUYBACK,Rp 590.000
1815,07/05/2019,GOLD,Rp 665.000
1816,06/05/2019,BUYBACK,Rp 588.000
1817,06/05/2019,GOLD,Rp 664.000
1818,04/05/2019,BUYBACK,Rp 587.000
1819,04/05/2019,GOLD,Rp 665.000
1820,03/05/2019,BUYBACK,Rp 582.000
1821,03/05/2019,GOLD,Rp 660.000
1822,02/05/2019,BUYBACK,Rp 583.000
1823,02/05/2019,GOLD,Rp 661.000
1824,30/04/2019,BUYBACK,Rp 584.000
1825,30/04/2019,GOLD,Rp 661.500
1826,29/04/2019,BUYBACK,Rp 586.000
1827,29/04/2019,GOLD,Rp 664.000
1828,27/04/2019,BUYBACK,Rp 586.000
1829,27/04/2019,GOLD,Rp 664.500
1830,26/04/2019,BUYBACK,Rp 581.000
1831,26/04/2019,GOLD,Rp 661.000
1832,25/04/2019,BUYBACK,Rp 577.000
1833,25/04/2019,GOLD,Rp 658.000
1834,24/04/2019,BUYBACK,Rp 575.000
1835,24/04/2019,GOLD,Rp 656.000
1836,23/04/2019,BUYBACK,Rp 575.000
1837,23/04/2019,GOLD,Rp 656.000
1838,22/04/2019,BUYBACK,Rp 574.000
1839,22/04/2019,GOLD,Rp 656.000
1840,20/04/2019,BUYBACK,Rp 574.000
1841,20/04/2019,GOLD,Rp 656.000
1842,18/04/2019,BUYBACK,Rp 574.000
1843,18/04/2019,GOLD,Rp 656.000
1844,16/04/2019,BUYBACK,Rp 585.000
1845,16/04/2019,GOLD,Rp 657.500
1846,15/04/2019,BUYBACK,Rp 587.000
1847,15/04/2019,GOLD,Rp 660.000
1848,13/04/2019,BUYBACK,Rp 587.000
1849,13/04/2019,GOLD,Rp 659.500
1850,12/04/2019,BUYBACK,Rp 587.000
1851,12/04/2019,GOLD,Rp 660.000
1852,11/04/2019,BUYBACK,Rp 591.000
1853,11/04/2019,GOLD,Rp 664.500
1854,10/04/2019,BUYBACK,Rp 590.000
1855,10/04/2019,GOLD,Rp 663.500
1856,09/04/2019,BUYBACK,Rp 589.000
1857,09/04/2019,GOLD,Rp 662.000
1858,08/04/2019,BUYBACK,Rp 589.000
1859,08/04/2019,GOLD,Rp 660.500
1860,06/04/2019,BUYBACK,Rp 589.000
1861,06/04/2019,GOLD,Rp 660.500
1862,05/04/2019,BUYBACK,Rp 589.000
1863,05/04/2019,GOLD,Rp 660.500
1864,04/04/2019,BUYBACK,Rp 589.000
1865,04/04/2019,GOLD,Rp 661.000
1866,02/04/2019,BUYBACK,Rp 588.000
1867,02/04/2019,GOLD,Rp 660.000
1868,01/04/2019,BUYBACK,Rp 588.000
1869,01/04/2019,GOLD,Rp 660.000
1870,28/03/2019,BUYBACK,Rp 593.000
1871,28/03/2019,GOLD,Rp 665.000
1872,27/03/2019,BUYBACK,Rp 595.000
1873,27/03/2019,GOLD,Rp 667.000
1874,26/03/2019,BUYBACK,Rp 600.000
1875,26/03/2019,GOLD,Rp 672.000
1876,25/03/2019,BUYBACK,Rp 594.000
1877,25/03/2019,GOLD,Rp 666.000
1878,23/03/2019,BUYBACK,Rp 594.000
1879,23/03/2019,GOLD,Rp 667.000
1880,22/03/2019,BUYBACK,Rp 591.000
1881,22/03/2019,GOLD,Rp 663.000
1882,21/03/2019,BUYBACK,Rp 599.000
1883,21/03/2019,GOLD,Rp 671.000
1884,20/03/2019,BUYBACK,Rp 595.000
1885,20/03/2019,GOLD,Rp 667.500
1886,19/03/2019,BUYBACK,Rp 594.000
1887,19/03/2019,GOLD,Rp 666.500
1888,18/03/2019,BUYBACK,Rp 579.000
1889,18/03/2019,GOLD,Rp 669.500
1890,16/03/2019,BUYBACK,Rp 597.000
1891,16/03/2019,GOLD,Rp 671.000
1892,15/03/2019,BUYBACK,Rp 592.000
1893,15/03/2019,GOLD,Rp 666.000
1894,14/03/2019,BUYBACK,Rp 598.000
1895,14/03/2019,GOLD,Rp 671.000
1896,13/03/2019,BUYBACK,Rp 598.000
1897,13/03/2019,GOLD,Rp 670.000
1898,12/03/2019,BUYBACK,Rp 593.000
1899,12/03/2019,GOLD,Rp 665.000
1900,11/03/2019,BUYBACK,Rp 591.000
1901,11/03/2019,GOLD,Rp 663.500
1902,09/03/2019,BUYBACK,Rp 587.000
1903,09/03/2019,GOLD,Rp 660.000
1904,08/03/2019,BUYBACK,Rp 583.000
1905,08/03/2019,GOLD,Rp 655.500
1906,06/03/2019,BUYBACK,Rp 584.000
1907,06/03/2019,GOLD,Rp 656.500
1908,05/03/2019,BUYBACK,Rp 583.000
1909,05/03/2019,GOLD,Rp 656.000
1910,04/03/2019,BUYBACK,Rp 585.000
1911,04/03/2019,GOLD,Rp 656.500
1912,02/03/2019,BUYBACK,Rp 585.000
1913,02/03/2019,GOLD,Rp 660.000
1914,01/03/2019,BUYBACK,Rp 592.000
1915,01/03/2019,GOLD,Rp 664.000
1916,28/02/2019,BUYBACK,Rp 592.000
1917,28/02/2019,GOLD,Rp 665.000
1918,27/02/2019,BUYBACK,Rp 596.000
1919,27/02/2019,GOLD,Rp 670.000
1920,26/02/2019,BUYBACK,Rp 596.000
1921,26/02/2019,GOLD,Rp 671.000
1922,25/02/2019,BUYBACK,Rp 599.000
1923,25/02/2019,GOLD,Rp 674.000
1924,23/02/2019,BUYBACK,Rp 599.000
1925,23/02/2019,GOLD,Rp 675.000
1926,22/02/2019,BUYBACK,Rp 597.000
1927,22/02/2019,GOLD,Rp 673.000
1928,21/02/2019,BUYBACK,Rp 603.000
1929,21/02/2019,GOLD,Rp 677.000
1930,20/02/2019,BUYBACK,Rp 605.000
1931,20/02/2019,GOLD,Rp 680.000
1932,19/02/2019,BUYBACK,Rp 599.000
1933,19/02/2019,GOLD,Rp 674.000
1934,18/02/2019,BUYBACK,Rp 597.000
1935,18/02/2019,GOLD,Rp 671.000
1936,16/02/2019,BUYBACK,Rp 597.000
1937,16/02/2019,GOLD,Rp 672.000
1938,15/02/2019,BUYBACK,Rp 593.000
1939,15/02/2019,GOLD,Rp 668.000
1940,14/02/2019,BUYBACK,Rp 587.000
1941,14/02/2019,GOLD,Rp 664.000
1942,13/02/2019,BUYBACK,Rp 590.000
1943,13/02/2019,GOLD,Rp 667.000
1944,12/02/2019,BUYBACK,Rp 587.000
1945,12/02/2019,GOLD,Rp 664.000
1946,11/02/2019,BUYBACK,Rp 589.000
1947,11/02/2019,GOLD,Rp 666.000
1948,09/02/2019,BUYBACK,Rp 589.000
1949,09/02/2019,GOLD,Rp 666.000
1950,08/02/2019,BUYBACK,Rp 587.000
1951,08/02/2019,GOLD,Rp 665.000
1952,07/02/2019,BUYBACK,Rp 584.000
1953,07/02/2019,GOLD,Rp 663.000
1954,06/02/2019,BUYBACK,Rp 589.000
1955,06/02/2019,GOLD,Rp 666.000
1956,04/02/2019,BUYBACK,Rp 589.000
1957,04/02/2019,GOLD,Rp 666.000
1958,01/02/2019,BUYBACK,Rp 596.000
1959,01/02/2019,GOLD,Rp 670.000
1960,31/01/2019,BUYBACK,Rp 597.000
1961,31/01/2019,GOLD,Rp 671.000
1962,30/01/2019,BUYBACK,Rp 591.000
1963,30/01/2019,GOLD,Rp 667.000
1964,29/01/2019,BUYBACK,Rp 586.000
1965,29/01/2019,GOLD,Rp 663.000
1966,28/01/2019,BUYBACK,Rp 590.000
1967,28/01/2019,GOLD,Rp 666.000
1968,26/01/2019,BUYBACK,Rp 590.000
1969,26/01/2019,GOLD,Rp 668.000
1970,25/01/2019,BUYBACK,Rp 580.000
1971,25/01/2019,GOLD,Rp 658.000
1972,24/01/2019,BUYBACK,Rp 583.000
1973,24/01/2019,GOLD,Rp 660.000
1974,23/01/2019,BUYBACK,Rp 585.000
1975,23/01/2019,GOLD,Rp 662.000
1976,22/01/2019,BUYBACK,Rp 583.000
1977,22/01/2019,GOLD,Rp 660.000
1978,21/01/2019,BUYBACK,Rp 584.000
1979,21/01/2019,GOLD,Rp 661.000
1980,18/01/2019,BUYBACK,Rp 586.000
1981,18/01/2019,GOLD,Rp 663.000
1982,17/01/2019,BUYBACK,Rp 586.000
1983,17/01/2019,GOLD,Rp 663.000
1984,16/01/2019,BUYBACK,Rp 582.000
1985,16/01/2019,GOLD,Rp 661.000
1986,15/01/2019,BUYBACK,Rp 581.000
1987,15/01/2019,GOLD,Rp 660.000
1988,14/01/2019,BUYBACK,Rp 581.000
1989,14/01/2019,GOLD,Rp 660.000
1990,12/01/2019,BUYBACK,Rp 581.000
1991,12/01/2019,GOLD,Rp 660.000
1992,11/01/2019,BUYBACK,Rp 581.000
1993,11/01/2019,GOLD,Rp 660.000
1994,10/01/2019,BUYBACK,Rp 584.000
1995,10/01/2019,GOLD,Rp 662.000
1996,09/01/2019,BUYBACK,Rp 578.000
1997,09/01/2019,GOLD,Rp 657.000
1998,08/01/2019,BUYBACK,Rp 582.000
1999,08/01/2019,GOLD,Rp 660.000
2000,07/01/2019,BUYBACK,Rp 589.000
2001,07/01/2019,GOLD,Rp 664.000
2002,05/01/2019,BUYBACK,Rp 591.000
2003,05/01/2019,GOLD,Rp 664.000
2004,04/01/2019,BUYBACK,Rp 599.000
2005,04/01/2019,GOLD,Rp 672.000
2006,03/01/2019,BUYBACK,Rp 595.000
2007,03/01/2019,GOLD,Rp 667.000
2008,02/01/2019,BUYBACK,Rp 593.000
2009,02/01/2019,GOLD,Rp 665.000
2010,28/12/2018,BUYBACK,Rp 594.000
2011,28/12/2018,GOLD,Rp 665.000
2012,27/12/2018,BUYBACK,Rp 594.000
2013,27/12/2018,GOLD,Rp 665.000
2014,26/12/2018,BUYBACK,Rp 586.000
2015,26/12/2018,GOLD,Rp 622.000
2016,21/12/2018,BUYBACK,Rp 584.000
2017,21/12/2018,GOLD,Rp 660.000
2018,20/12/2018,BUYBACK,Rp 574.000
2019,20/12/2018,GOLD,Rp 653.000
2020,19/12/2018,BUYBACK,Rp 582.000
2021,19/12/2018,GOLD,Rp 658.000
2022,18/12/2018,BUYBACK,Rp 584.000
2023,18/12/2018,GOLD,Rp 659.000
2024,17/12/2018,BUYBACK,Rp 577.000
2025,17/12/2018,GOLD,Rp 655.000
2026,14/12/2018,BUYBACK,Rp 579.000
2027,14/12/2018,GOLD,Rp 656.000
2028,13/12/2018,BUYBACK,Rp 583.000
2029,13/12/2018,GOLD,Rp 659.000
2030,12/12/2018,BUYBACK,Rp 583.000
2031,12/12/2018,GOLD,Rp 659.000
2032,11/12/2018,BUYBACK,Rp 579.000
2033,11/12/2018,GOLD,Rp 657.000
2034,10/12/2018,BUYBACK,Rp 583.000
2035,10/12/2018,GOLD,Rp 660.000
2036,07/12/2018,BUYBACK,Rp 576.000
2037,07/12/2018,GOLD,Rp 656.000
2038,06/12/2018,BUYBACK,Rp 571.000
2039,06/12/2018,GOLD,Rp 653.000
2040,05/12/2018,BUYBACK,Rp 563.000
2041,05/12/2018,GOLD,Rp 651.000
2042,04/12/2018,BUYBACK,Rp 563.000
2043,04/12/2018,GOLD,Rp 647.500
2044,03/12/2018,BUYBACK,Rp 562.000
2045,03/12/2018,GOLD,Rp 646.000
2046,30/11/2018,BUYBACK,Rp 566.000
2047,30/11/2018,GOLD,Rp 650.000
2048,29/11/2018,BUYBACK,Rp 569.000
2049,29/11/2018,GOLD,Rp 652.000
2050,28/11/2018,BUYBACK,Rp 565.000
2051,28/11/2018,GOLD,Rp 648.000
2052,27/11/2018,BUYBACK,Rp 570.000
2053,27/11/2018,GOLD,Rp 652.000
2054,26/11/2018,BUYBACK,Rp 571.000
2055,26/11/2018,GOLD,Rp 653.000
2056,23/11/2018,BUYBACK,Rp 575.000
2057,23/11/2018,GOLD,Rp 611.050
2058,22/11/2018,BUYBACK,Rp 587.000
2059,22/11/2018,GOLD,Rp 618.112
