1467309150069669889 2021-12-05 08:45:37 +0700 <hirakousukehara> @txtfromted @sunsantuuuy Ini menwa uns  https://t.co/DAem9kU2dH
1467098484843024390 2021-12-04 18:48:30 +0700 <Pen_Mahakarta> Mari kita sejenak berdo'a untuk keselamatan saudara-saudara kita di Kabupaten Lumajang dan sekitarnya yang terdampak Erupsi Gunung Semeru.  --Penerangan Mahakarta--  #menwapeduli  #menwaindonesia  #mahakarta  #menwa #prayforsemeru  https://t.co/vBL28xg04X
1467094398697500675 2021-12-04 18:32:16 +0700 <UNSfess_> -11fess boleh ga si kalau mahasiswa melayangkan mosi tidak percaya pada perguruan tinggi? Dari menwa sampai pelecehan seksual, mahasiswa yang jadi korban soalnya.
1467092221878943746 2021-12-04 18:23:37 +0700 <thatsmelu_> @silvidwi151 @fghfrs_ Waduh. Menwa di another campus juga berulah nih shay?
1467085751963643906 2021-12-04 17:57:55 +0700 <sotoperpus> @UNSfess_ • Nggak lulus-lulus • Kasus menwa • Kasus kekerasan seksual dimana-mana • Virus yang dulu belum ilang datang varian baru • Belum kaya-kaya
1467081795875213312 2021-12-04 17:42:11 +0700 <uklikuklik123> Kasus menwa durung rampung eh wes ono kasus maning duhjan
1467077072988225540 2021-12-04 17:23:25 +0700 <ndeslightyear> @UNSfess_ itu pipinya bisa2 pada bolong kali ditamparin mulu sm menwa dgn alasan pendisiplinan😌
1467073138731012097 2021-12-04 17:07:47 +0700 <panggilaja911> jdi inget, klo nonton video2 demo jaman reformasi itu kbanyakan mhs pada brsorak minta aparat digantiin sama menwa.. lah menwany senioritas smpe ngebunuh, aparatny jg sama wkwk
1467045067089080324 2021-12-04 15:16:15 +0700 <husein_alattos> @mgreantara Pelaku pejabat tinggi atau keluarga pejabat tinggi heuheu, eh yg menwa jelata ding
1467043448700092417 2021-12-04 15:09:49 +0700 <mgreantara> @yohanesindu Mahasiswa meninggal pas pelatihan Menwa
1467041820597125124 2021-12-04 15:03:21 +0700 <Menwa804_Unesa> [PENGAMANAN WISUDA SARJANA (S-1) KE-XVIII SEKOLAH TINGGI AGAMA ISLAM AL-AZHAR] 04 Desember 2021  Widya Castrena Dharma Siddha  Pengamanan Wisuda Sarjana (S-1) Ke-XVIII yang diadakan oleh Sekolah Tinggi Agama Islam Al-Azhar pada tanggal 04 Desember 2021 pukul 07.00 - 12.45 WIB...  https://t.co/gVUzXeJa7S
1467035999964307465 2021-12-04 14:40:13 +0700 <yohanesindu> @mgreantara menwa upn ini kasus yang mana lagi?
1467035513177600001 2021-12-04 14:38:17 +0700 <mgreantara> UNSRI, Mahasiswi Brawijaya, Menwa UPN Veteran...   😥😥😥😥
1467032383769624576 2021-12-04 14:25:51 +0700 <silvidwi151> @fghfrs_ Yg menwa ada korban lg tp dri univ upnvj blm viral
1467030257110683649 2021-12-04 14:17:24 +0700 <Askrlfess> [Askrl] ketua menwa yg kasus dulu apa kabar nih? Kok ga ada lanjutannya? Apa ditutupin sama pihak kampus?
1467024622642024449 2021-12-04 13:55:00 +0700 <This_Luqmann> @twitkocheng Lagi pelatihan menwa
1467014661732134912 2021-12-04 13:15:25 +0700 <RESEPrahasiabln> @jark_doke Dah dibilang Menwa, Paskib, Pramuka dibubarin aja
1467013251279974402 2021-12-04 13:09:49 +0700 <jark_doke> @UNSfess_ dikocok menwa sampe meninggal maksudmu?
1467005897511636992 2021-12-04 12:40:36 +0700 <stra8kidzzzz> @jakeusamudra Duh moga aja ya ga tiba2 ilang kek berita menwa sm unri itu, udh tenggelem :((( 😩😩😩
1466994556428161025 2021-12-04 11:55:32 +0700 <prama_88> Dulu tahun 90an tiap berangkat sekolah selalu lewat percetakan kanisius..udah ada tuh coretan ditembok kanisius "bubarkan Menwa"..tak kiro menteri wanita jebule resimen mahasiswa..wakaka..
1466983900974964736 2021-12-04 11:13:11 +0700 <WahyudinataHP> Jaman saya kuliah dulu, Menwa ini dijuluki "tentara plastik"...haha
1466980583897276418 2021-12-04 11:00:01 +0700 <CNNIndonesia> "Harus mulai dari Kemhan, apakah kita butuh tentara cadangan. Sekarang kalau enggak ada kebutuhan, buat apa ada Menwa?" kata pengamat pendidikan Indra Charismiadji. Selengkapnya dalam #Analisis #CNNIndonesia.  https://t.co/BzzeaRvJHj  https://t.co/wvDSwDWuxU
1466937138654498819 2021-12-04 08:07:22 +0700 <hasanulrizqa> @CNNIndonesia @direktoridosen Mahasiswa tertarik masuk menwa aja udah aneh
1466936970781736963 2021-12-04 08:06:42 +0700 <aIgoriltma> Ga jelas anj kemarin ada yang meninggal lagi grgr menwa padahal kasus sebelah gatau beres atau belum, ini lagi masalah kekerasan sexual bukannya korban dapet perlindungan malah dipojokan. Please atuhlah kampus harus jadi tempat yang aman untuk mahasiswanya
1466930334528798730 2021-12-04 07:40:20 +0700 <Menwa804_Unesa> [HARI ARTILERI NASIONAL]  Widya Castrena Dharma Siddha  Satuan Resimen Mahasiswa 804 Unesa mengucapkan "Selamat Hari Artileri Nasional"  04 Desember 2021  Peringatan ini tidak lepas dari sejarah perjuangan bangsa untuk mempertahankan kemerdekaan...  https://t.co/UJDGEZRrV5
1466925459145248771 2021-12-04 07:20:58 +0700 <CNNIndonesia> Menwa Lahir dari Trikora, Kini Terseret Kematian Mahasiswa  https://t.co/Lf9cviyhkc
1466924496867119104 2021-12-04 07:17:08 +0700 <adiya89> @4Y4NKZ Menwa kmana menwa, Bem kmana Bem
1466913631329828867 2021-12-04 06:33:58 +0700 <derabbitgod> This goes the same as PP n menwa, lu berdua udh gaguna, ngerugiin masyarakat lg. Udah deh lu berdua peninggalan jaman soeharto emg harus dibasmi aj gada gunanya jg lu eksis, idup cm jd parasit doang
1466910715437006853 2021-12-04 06:22:23 +0700 <ghaaadda> @menwa_11 وانتي بخييير حياتي❤️❤️
1466904673718177797 2021-12-04 05:58:22 +0700 <ygtdkdianggap> @UNSfess_ haduh menwa dibela
1466892360822972418 2021-12-04 05:09:27 +0700 <menwa_11> @ghaaadda كل عام وانتي بخييير ❤️❤️❤️❤️
1466876203780886528 2021-12-04 04:05:14 +0700 <LiMenwa> #SJCash2021 🙏🏽 $ssmyazoe
1466875346955894785 2021-12-04 04:01:50 +0700 <LiMenwa> #NANO
1466874810441502721 2021-12-04 03:59:42 +0700 <LiMenwa> Listen to @OttoMatticBaby #ottosquad
1466872966537379841 2021-12-04 03:52:23 +0700 <LiMenwa> $ssmyazoe #WEBTOONGiveaway 🙌🏽
1466872794092687360 2021-12-04 03:51:41 +0700 <LiMenwa> @webtoonofficial @CashApp $ssmyazoe 🙌🏽
1466871014567018498 2021-12-04 03:44:37 +0700 <LiMenwa> Happy 2nd 5G anniversary to @TMobile  🥳 #5Gsfor5G + #Contest
1466849234779447304 2021-12-04 02:18:04 +0700 <MasBa666us> Berita Seputar kampus akhir-akhir ini kalo gak mahasiswa ikut Diklat Menwa Mati, ya Pelecehan seksual oleh oknum dosen.
1466822629751332872 2021-12-04 00:32:21 +0700 <masbian_> Yang pelecehan lah, yang menwa menwaan lah, begini amat ya lingkungan pendidikan di negara +62
1466799965678628867 2021-12-03 23:02:18 +0700 <kavinsites> @imy0urrbabee iya, 3x menwa
1466799329625006085 2021-12-03 22:59:46 +0700 <imy0urrbabee> @kavinsites Hooh tpi tetep upn wkwk, yg menwa kmrn juga kan
1466797834011766786 2021-12-03 22:53:50 +0700 <rfnndta> @jungjeffrrey Menwa uniga itu universitas garut bukan wkwk
1466764636439592960 2021-12-03 20:41:55 +0700 <menwa771> @shalan_port  https://t.co/VZLBdBTdpP
1466762111334248452 2021-12-03 20:31:53 +0700 <IzharRidho> Mata najwa lagi bingung nih mau ngangkat kasus yg mana, menwa upn, kasus kmensos, kasus bulu tangkis wkwk
1466758996359106560 2021-12-03 20:19:30 +0700 <Boitshw22810845> @MasterKGsa @Djngwazilu @MasterKGsa man that song🔥🔥🔥🤞e batla ke bintshe menwa ya maoto ntse ke nwa sengwe nyana, nzame Mr 1Taouzen😅🙌shine my light. #UthandoChallenge  https://t.co/BowgUOiNcU
1466750826609725442 2021-12-03 19:47:02 +0700 <jpnncom> Tim Evaluasi Kegiatan Diklatsar XXXVI menjawab begini ditanya sampai kapan kegiatan Menwa UNS dibekukan. #MenwaUNS  https://t.co/IrldsUKdFG
1466739091798732800 2021-12-03 19:00:24 +0700 <detikcom> Kegiatan Resimen Mahasiswa (Menwa) di sejumlah kampus berujung maut. Tiga mahasiswa dari tiga kampus berbeda meninggal dunia usai mengikuti kegiatan Menwa beberapa waktu belakangan. #CNNIndonesia #detiknetwork   https://t.co/IQ0FKIfr0g
1466731441383870465 2021-12-03 18:30:00 +0700 <CNNIndonesia> "Harus mulai dari Kemhan, apakah kita butuh tentara cadangan. Sekarang kalau enggak ada kebutuhan, buat apa ada Menwa?" kata pengamat pendidikan Indra Charismiadji. Selengkapnya dalam #Analisis #CNNIndonesia.  https://t.co/BzzeaRe8iJ  https://t.co/qM6LkXWYbH
1466724420282511361 2021-12-03 18:02:06 +0700 <wildanfuady17> @UNSfess_ Lebih menakutkan diksar menwa
1466685868710641667 2021-12-03 15:28:55 +0700 <MasBa666us> @Yamanda01 @txtdriormas @mazzini_gsp Kalo kuliah jadi Menwa aja dulu
1466680303674544131 2021-12-03 15:06:48 +0700 <ayamtulangkeras> @thisrawr kampus yang kemarin viral karena menwa huhu
1466667516265000963 2021-12-03 14:15:59 +0700 <saelviohexia> jd ya 'lucu' aja ngeliat kasus2 menwa di kampus lain wkwkwk. bukannya garang, tp jd keliatan konyol. main tentara-tentaranya makin keliatan gitu loh 😂
1466667514331426817 2021-12-03 14:15:59 +0700 <saelviohexia> boro-boro nampang muka, kalo bukan anak ukm aja pasti ga bakal tau menwa masih hidup.
1466667512234274816 2021-12-03 14:15:58 +0700 <saelviohexia> menwa di kampus gue melempem sih wkwkwk
1466663493625466881 2021-12-03 14:00:00 +0700 <MataNajwa> #BukaData - Menwa Bikin Celaka: Apa Efek Sipil Dilatih Militer ke Karier dan Kriminalitas?  https://t.co/kWNCABg4pQ  Di Indonesia ada Resimen Mahasiswa dan Komando Cadangan. Programnya membekali warga sipil dengan keterampilan militer.
1466663492140683267 2021-12-03 14:00:00 +0700 <narasitv> #BukaData - Menwa Bikin Celaka: Apa Efek Sipil Dilatih Militer ke Karier dan Kriminalitas?  https://t.co/U8la4nRk2t  Di Indonesia ada Resimen Mahasiswa dan Komando Cadangan. Programnya membekali warga sipil dengan keterampilan militer.
1466656769623539714 2021-12-03 13:33:17 +0700 <skzooya> @seungiddaeng Ini keknya dia ikut menwa 🤣
1466648229223616513 2021-12-03 12:59:21 +0700 <Svrn_g> @txtdrstoryWA Ikut menwa ya kak
1466645393689612289 2021-12-03 12:48:05 +0700 <rafiyusniaa> MENWA MANEHH
1466636501681258496 2021-12-03 12:12:45 +0700 <CNNIDdaily> Saksikan #ChatRoom "Menwa Berujung Petaka", Jumat (3/12) Pukul 14.30 WIB, live di Instagram @CNNIndonesia!  https://t.co/89xkScf40r
1466611182874206214 2021-12-03 10:32:08 +0700 <revmen_id> Menwa juga menjadi komponen cadangan negara yang dipersiapkan untuk mempertahankan tanah NKRI  Nah, Sobat, apakah diantara kalian ada yang pernah mengikuti kegiatan ini? Share di kolom komentar ya…  @kemenkopmk @PolhukamRI  #RevolusiMental #AyoBerubah #Integritas
1466611180001120256 2021-12-03 10:32:08 +0700 <revmen_id> Menwa berdiri untuk memberi tempat bagi mahasiswa yang tertarik pada dunia militer di lingkup perguruan tinggi. Unit Kegiatan Mahasiswa ini lahir sebagai perwujudan Sistem Pertahanan dan Keamanan Rakyat Semesta  https://t.co/UIy1RBfjkK
1466611167762157570 2021-12-03 10:32:05 +0700 <revmen_id> Beberapa waktu lalu publik dihebohkan dengan kasus Resimen Mahasiswa (Menwa) di salah satu peguruan tinggi di Solo. Mungkin diantara Sobat Revmen, banyak yang bertanya-tanya. Apa itu Menwa?
1466602127225016328 2021-12-03 09:56:09 +0700 <jenggalafana> ada satu cewe di tiktok, lagi ikut demo gt katanya grgr menwa tp di vid ini si cewe ketawa ketawa anj gjls
1466579687476379648 2021-12-03 08:26:59 +0700 <Budionotaslim3> @CNNIndonesia Saran saja,keberadaan Menwa yakin mayoritas mahasiswa gerah krn tingkahnya kayak yg pny kampus mrk ciptakan gap,pimpinan kampus lbh baik bekerjasama dg kepolisian unt adakan satpam krn satpam kepanjangan tangan kepolisian tahu tata cara proses hukum klo ada kejadian didlm kampus
1466577553531887622 2021-12-03 08:18:31 +0700 <SanusiUndins> Menimbang Ulang Keberadaan Menwa di Kampus Indonesia   #PKITakutIslamBersatu  #PKITakutIslamBersatu  https://t.co/nIFbKyVWDC
1466577342118051841 2021-12-03 08:17:40 +0700 <catchmeupid> Guys podcast hari ini udah tayang!   Hari ini kita bahas tentang MPR ngambek minta Presiden pecat Sri Mulyani, penembakan sekolah di AS, dan Diksar Menwa kembali merenggut nyawa!   Yukkkk langsung klik linknya🥳🥳   https://t.co/0MZjo1OeZx  https://t.co/ac7T5hGeTk
1466576938697248768 2021-12-03 08:16:04 +0700 <CNNIndonesia> Menimbang Ulang Keberadaan Menwa di Kampus Indonesia #Analisis  https://t.co/X9rL15YGcc
1466576466640982017 2021-12-03 08:14:11 +0700 <pocolocok> @collegemenfess menwa
1466560098428329984 2021-12-03 07:09:09 +0700 <SonoraFM92> Mahasiswa UNS &amp; UPN Veteran Jakarta tewas dalam Kegiatan Menwa di Kampusnya.   Setujukah Anda jika kegiatan Kampus yang sarat kekerasan DIHAPUS?   #SonoraPagi @sonorafm92 @sonorabdg933 @Fm98Sonora
1466559988780789761 2021-12-03 07:08:43 +0700 <SonoraFM92> Mahasiswa UNS &amp; UPN Veteran Jakarta tewas dalam Kegiatan Menwa di Kampusnya.   Setujukah Anda jika kegiatan Kampus yang sarat kekerasan DIHAPUS?   #SonoraPagi @sonorafm92 @sonorabdg933 @Fm98Sonora  https://t.co/WhJ3U8xljg
1466554165891530752 2021-12-03 06:45:35 +0700 <kicauqq99> Server GradeA+ Tanpa Lelet Dengan Winrate Tertinggi ! Join Langsung Di :  https://t.co/IUb1ts2FAC  #daftarpkv #pkvonline #PkvGames #tantekesepian #fajarcocobalikan #Menwa #Batam #PutihkanJakarta212 #Januari #Desember #KejarJersey  https://t.co/H3WJ9Hn7Px
1466554135893872640 2021-12-03 06:45:27 +0700 <kicauqq99> Server GradeA+ Tanpa Lelet Dengan Winrate Tertinggi ! Join Langsung Di :  https://t.co/IUb1ts2FAC  #daftarpkv #pkvonline #PkvGames #tantekesepian #fajarcocobalikan #Menwa #Batam #PutihkanJakarta212 #Januari #Desember #KejarJersey  https://t.co/5T8Ix0MibR
1466553012021706752 2021-12-03 06:40:59 +0700 <dntytrjynti> Masalah menwa, waktu awal masuk kuliah ga tau apa itu menwa terus pas PKKMB baris paling depan karena aku anaknya emang suka baris di depan. Pas banget depanku katanya dia itu ketua menwa gitu deh, eh ditegur gini "lain kali ikat rambut" waktu itu belum pakai jilbab
1466544698651070466 2021-12-03 06:07:57 +0700 <LiMenwa> @TMobile #5Gsfor5G + #Contest
1466544233234395141 2021-12-03 06:06:06 +0700 <LiMenwa> #TMobileGivesBack @PayAwayLayaway  @TMobile
1466535419525222403 2021-12-03 05:31:05 +0700 <menwabintrashed> @rashedalnam1 صدقت
1466529636960067595 2021-12-03 05:08:06 +0700 <menwa_11> لله در عيّنان أيقضت قلبي عشقاً💛
1466495047923236866 2021-12-03 02:50:40 +0700 <syawalleehid> @collegemenfess #seriusnanya unpad ada menwa ga si? Kok aku nyari file di otak tentang menwa di Unpad ga nemu yak. Ini akunya yg segitu gak ngeuhnya sama kegiatan kampus, atau emg beneran gak ada si? 😅
1466450952009838598 2021-12-02 23:55:26 +0700 <ahalfblo0d> ngelatih mental kok menwa, ke gacoan sendirian dong
1466438258787696642 2021-12-02 23:05:00 +0700 <melosky_83> Cara mudah mengatasi dan mencegah WC mampet..  Peduli sampah peduli limbah...  YouTube : Tukang Sampah Berdasi Like - follow - share   #wcmampet  #wcmampetdansolusi  #sedotwc  #sedotwcmurah  #sedotwcmampet #Tokomall MakinJadi PilihanTerbaik Demo Menwa #AksiSuperDamai212  https://t.co/e59YjHE8DZ
1466434007789408274 2021-12-02 22:48:07 +0700 <dalcomhaney> Jadi yg kasus menwa kemaren rame itu dari kampus gua. Anjrit kudet amat
1466431368171245588 2021-12-02 22:37:37 +0700 <googieIuvs> gua mau sih pacaran sama dosen muda tapi gamau di dalem mobil trs diparkiran kampus. tar gue digrebek menwa
1466429222847668233 2021-12-02 22:29:06 +0700 <Wulansaumii> seneng bngt, karna abi ga ngebolehin gue ikut menwa haha. jadi enak nolak nya wakakak. lagian ya, gue baru selese main basket lngsng diajak ke markas nya menwa, dikasi formulir dibujuk suru masuk. bisa emng ngerayu nya. tapi mon maap saya nya ga tertarik juga si haha.
1466401504697339908 2021-12-02 20:38:57 +0700 <detikforum> Kembali Merenggut Nyawa, Yakin Menwa Kampus Masih Relevan?  https://t.co/2zisT4iYfN
1466399264280510464 2021-12-02 20:30:03 +0700 <kumparan> Kematian anggota Menwa saat pelaksanaan agenda bukanlah hal yang baru. Menwa merupakan cadangan pertahanan pada era urgensi pertahanan di Indonesia. Namun apa sekarang masih diperlukan? #userstory  https://t.co/ugfhWocSDv
1466392225462448135 2021-12-02 20:02:05 +0700 <soloposdotcom> Kasus Diklat Maut Menwa UNS Solo, Peluang Tersangka Baru Masih Terbuka  https://t.co/GRyuuWq0hM  https://t.co/cCpktxIbF5
1466391790597017607 2021-12-02 20:00:21 +0700 <hekmatiyarirzan> @TirtoID Menwa neng kbh kampus ra enek gunane, kemaki tok
1466372427965861889 2021-12-02 18:43:25 +0700 <dotori234> Gegara masalah menwa yg kena imbas seluruh universitas mana kegiatan teater prodi gua terancam gagal padahal udah ngeluarin duit banyak + persiapan udah 80% ya akhirnya nekat terobos tanpa ada embel² nama kampus dan prodi 🙃
1466360760360046595 2021-12-02 17:57:03 +0700 <twtbagas> satu satunya menwa yang baik adalah menwa bersamaku &lt;33
1466349371503480836 2021-12-02 17:11:48 +0700 <fivetvupnvj> [FIVETV UPDATE] UNJUK RASA ALIANSI UPNVJ BERGERAK UNTUK MENWA, ADA APA? • Halo Sobat CreActive! 📺👋🏻  Heboh berita seorang mahasiswa UPNVJ yang diduga meninggal dunia saat pembaretan. Sejumlah mahasiswa UPNVJ bergerak menunjukkan aksi unjuk rasa di depan halaman kampus mereka.  https://t.co/Ra2yfmxgio
1466347184903766017 2021-12-02 17:03:06 +0700 <dikatogetoge> @iamyourangelll Sini depan menwa  https://t.co/3vGWxmAzjn
1466335825298223104 2021-12-02 16:17:58 +0700 <RezaChan4> Menwa = menderita dan kehilangan nyawa
1466331173198581764 2021-12-02 15:59:29 +0700 <Shankara_Q> @asumsico Lebih simplenya ketika rekrutmen komcad, fasilitasi para mahasiswa2 yg mau bergabung, setelah selesai, jadikan menwa sbg wadah mereka.
1466331027140333569 2021-12-02 15:58:54 +0700 <discommie> @sauceialist habis bubarin semua menwa lanjut bubarin semua bem 👍
1466323904205504512 2021-12-02 15:30:36 +0700 <KompasTV> Teriakkan soal Pembaretan Menwa yang Ciptakan Korban Jiwa, Ini 5 Tuntutan BEM UPN Veteran Jakarta  https://t.co/EkYOPxi9RE  https://t.co/fGZIj92upP
1466322819575283716 2021-12-02 15:26:17 +0700 <UNSfess_> Baru denger podcast agak laen yang "Ospek" baru ngehh nyebut menwa Solo wkwkwkwk -11fess
1466312103015321600 2021-12-02 14:43:42 +0700 <Nerokumaaa> @worldofpcy Nontonin sekre menwa yang disegel Ca wkwkw
1466303364216414209 2021-12-02 14:08:59 +0700 <salanalanh> menwa lagi menwa lagi
1466294709295345666 2021-12-02 13:34:35 +0700 <hiulodon> anak menwa tuh, orang yang pengen jadi tni tapi ga keterima @syefjunet
1466286007116976129 2021-12-02 13:00:01 +0700 <TirtoID> Mahasiswa menuntut pihak kampus dan Menwa bertanggungjawab serta menuntut agar Menwa Satuan UPNVJ dibubarkan.   https://t.co/Qc0MNpR8hy
1466283228075945989 2021-12-02 12:48:58 +0700 <ooshdnsbrbs> @Nanaailurophile @collegemenfess menwa itu kaya ekskul
1466273924182802434 2021-12-02 12:12:00 +0700 <tribunnewswiki> UPN Veteran Jakarta Pastikan Tak Ada Kekerasan di Kasus Meninggalnya Mahasiswi saat Pembaretan Menwa   https://t.co/p47QsoekDH
1466270131969945603 2021-12-02 11:56:56 +0700 <VivantSequentes> @_n0t4lfiaccount Menwa
1466269726296842244 2021-12-02 11:55:19 +0700 <xxtcrlrosee> @sylvkartika ga ada kak, adanya menwa
1466268948874162178 2021-12-02 11:52:14 +0700 <FarkhiR> Hiburan siang saat baca komen masalah menwa 🤣🤣  https://t.co/aV0LnOr9mw
1466265871203147778 2021-12-02 11:40:00 +0700 <tribunnewswiki> UPN Veteran Jakarta Pastikan Tak Ada Kekerasan di Kasus Meninggalnya Mahasiswi saat Pembaretan Menwa   https://t.co/p47QsnWJM9
1466265668244836353 2021-12-02 11:39:11 +0700 <sorbeat> menwa tuh apaan si anjir jujur gatau
1466264170693681155 2021-12-02 11:33:14 +0700 <seputar_fakta> "Seorang mahasiswi Universitas Pembangunan Nasional Veteran Jakarta (UPNVJ) tewas saat mengikuti kegiatan pembaretan Resimen Mahasiswa (Menwa).  Diketahui, mahasiswi D3 Fisioterapi angkatan 2020 tersebut bernama Fauziah Nabila.  https://t.co/20wBHvvSL7
1466262626283900930 2021-12-02 11:27:06 +0700 <KompasTV> Mahasiswi UPN Veteran Tewas Saat Pembaretan Menwa, Pihak Rektorat Angkat Bicara  https://t.co/80lS9kWYBX  https://t.co/gr8njrS92C
1466260452388663296 2021-12-02 11:18:28 +0700 <shitpostmemz> @nurfaiq_azzamd Orang menwa isinya org sok jago tp otak kyk Neanderthal
1466256526956392452 2021-12-02 11:02:52 +0700 <gansbener> kenapa banyak bgt kasus di menwa yak akhir akhir ini🤔hemm jadi canggung parkir di menwa watugong😅
1466254718523432964 2021-12-02 10:55:41 +0700 <ImamBesarr> @rizqonafi Mensos tapi kayak menwa
1466253129473671169 2021-12-02 10:49:22 +0700 <nurfaiq_azzamd> Ini ngeliat kasus meninggal gara2 menwa lagi emang keknya orang2 menwanya pada bego ya? Orang sakit dari kemaren ngomongnya kesurupan mulu. Kuliah kok ga belajar mikir, tolol!
1466251750814347267 2021-12-02 10:43:53 +0700 <collegemenfess> [cm] Menwa kampus masih relevan gak menurut lo?
1466249513409171463 2021-12-02 10:35:00 +0700 <tribunnews> Mahasiswa UPNVJ Tewas Saat Pembaretan Menwa, Kemendikbudristek Minta Rektor Bentuk Tim Investigasi    https://t.co/qeOsw7tpJR
1466246637735464965 2021-12-02 10:23:34 +0700 <screamble__> menwa tuh penting2 engga aslinya
1466245823490969607 2021-12-02 10:20:20 +0700 <SOW00ZOO> @goblokbangke turun kasta jadi menwa
1466238607790788609 2021-12-02 09:51:40 +0700 <howaboutwait> @serenadaamanda @JosuaLeonardoS2 @_mardial_ ngga adaa hahah thanks kak barusan mampir ke ignya:') btw ini ga adu kuat kuatan sama menwa kan kalau di kampus kakak? yah penasaran aja sih😂
1466236817259175936 2021-12-02 09:44:33 +0700 <BekabarId> Quota Melimpah, Diksarmil Menwa Sultan Thaha 2021 Kebanjiran Camen   https://t.co/4IBBfSL8r6
1466236622714781704 2021-12-02 09:43:46 +0700 <NarasiNewsroom> Buntut banyak kasus mahasiswa yang kehilangan nyawa saat mengikuti Diksar Menwa, Komisi X DPR RI minta UKM ala militer ini dibubarkan. Pembubaran ini diminta berlaku untuk seluruh kampus di Indonesia yang ada Menwa-nya.  Selengkapnya klik di  https://t.co/mOnRsDPGjs  #NarasiPagi  https://t.co/aWBc6JHTyf
1466234430821830657 2021-12-02 09:35:04 +0700 <UNSfess_> -11fess di desa ku ada menwa yg lagi diklat guis, gatau dari univ mana tapi aku gedeg aja gitu lihatnya:)
